CSO_LEA,p_age_12to17,p_age_18to54,p_age_55to64,p_age_65to70,p_age_71plus,p_edu_NoFormal,p_edu_Primary,p_edu_UpperSecondary,p_edu_Apprenticeship,p_edu_HonoursBachelor,p_edu_Postgraduate,p_health_VeryBad,p_health_Bad,p_health_Fair,p_health_Good,p_health_VeryGood
BIRR,0.10649701715138,0.506058911260254,0.157485085756898,0.131991051454139,0.0979679343773304,0.06356968215158924,0.16625916870415647,0.3514199736693624,0.13757758134286252,0.16795185254842956,0.11322174158359978,0.00418053727645738,0.01749632267554386,0.10071998141983432,0.33889448014244794,0.5387086784857165
BLACKROCK,0.0913057949040346,0.519655338190156,0.153877445360748,0.112273954365593,0.122887467179468,0.00944762864521005,0.02916168041821502,0.17270265163443976,0.05259179945833596,0.3346979908043081,0.40139824903949106,0.00207582880517736,0.00989071371878625,0.06886867330117834,0.27071249771048295,0.6484522864643751
BLANCHARDSTOWN-MULHUDDART,0.136427332176698,0.69631656212465,0.0856799679701054,0.049713065527826,0.0318630722007207,0.03966163913494534,0.090415768893145,0.31162716463171336,0.16167903599074296,0.22089218737530925,0.17572420397414412,0.00343347639484978,0.01396280400572246,0.08,0.33007153075822604,0.5725321888412017
BORRIS-IN-OSSORY-MOUNTMELLICK,0.118837220532136,0.527693273455985,0.152542372881356,0.115843353131489,0.0850837799990342,0.04980769230769231,0.16903846153846153,0.37173076923076925,0.13884615384615384,0.16673076923076924,0.10384615384615384,0.00338063603129053,0.0163921537796297,0.09898187821848344,0.320059750776367,0.5611855811942293
BOYLE,0.101677629901586,0.474427617153638,0.167661006577941,0.148131150884708,0.108102595482127,0.05880545026124372,0.14691117713349042,0.34207560700747874,0.14537444933920704,0.17774818153877678,0.1290851347198033,0.00440849169662729,0.01831878103064543,0.1140215716486903,0.3381698339325458,0.5250813216914911
BRAY EAST,0.0852366538249862,0.526141992294992,0.146326362135388,0.129334067143643,0.112960924600991,0.04440637765186454,0.12570826195809726,0.26999604691000134,0.13005666095664778,0.22124127025958623,0.2085913822638029,0.00469172932330827,0.01720300751879699,0.10796992481203008,0.34201503759398494,0.5281203007518797
BRAY WEST,0.112948022748314,0.536106335140854,0.16856235947626,0.10864964951726,0.0737336331173125,0.03290488431876606,0.09961439588688946,0.2911311053984576,0.12647814910025706,0.23868894601542415,0.21118251928020565,0.00354590282010083,0.01296470718599368,0.08593273865588122,0.30040445454041775,0.5971521967976066
BUNCRANA,0.131118979373911,0.519923565447086,0.150621030742427,0.111335918619682,0.0870005058168943,0.0733526268922529,0.210040071237756,0.27604630454140694,0.12733748886910062,0.1827693677649154,0.13045414069456812,0.00389014958551382,0.01542166442828694,0.10679386838327236,0.3131570416338628,0.5607372759690641
CABRA-GLASNEVIN,0.0593179215435082,0.641180923542771,0.129641491488577,0.0896756536423455,0.0801840097827986,0.03288263926446728,0.12143500991526952,0.2211285379484406,0.08426176311519741,0.2665945556156481,0.2736974941409771,0.00414598221591838,0.01798410706817231,0.0960304038695834,0.3217864091793501,0.5600530976669758
CAHIR,0.11071984276472,0.512734419785439,0.156907706166571,0.127999344853001,0.0916386864302678,0.04493422176661541,0.1402699470357082,0.362890825217837,0.15410900392960877,0.18161626516316415,0.11617973688706648,0.00345017940932928,0.01359370687275738,0.09446591222743583,0.3430858404637041,0.5454043610267734
