CSO_LEA,p_age_12to17,p_age_18to54,p_age_55to64,p_age_65to70,p_age_71plus,p_edu_NoFormal,p_edu_Primary,p_edu_UpperSecondary,p_edu_Apprenticeship,p_edu_HonoursBachelor,p_edu_Postgraduate,p_health_VeryBad,p_health_Bad,p_health_Fair,p_health_Good,p_health_VeryGood
GRANARD,0.11505400044082,0.51091029314525,0.151752259202116,0.12938064800529,0.0929027992065241,0.06391147244805781,0.17637759710930442,0.34101174345076785,0.1524390243902439,0.1614724480578139,0.10478771454381212,0.00360710321864594,0.01544580096189419,0.0994265630780614,0.3147428782833888,0.5667776544580096
GREYSTONES,0.123106779732523,0.559633801628486,0.138379108129773,0.100535797156478,0.0783445133527402,0.01848428835489833,0.06244474805111307,0.23981354978702885,0.10616410833400304,0.2918910230651772,0.28120228240777945,0.00281680464429253,0.01216035175706777,0.0689086599567174,0.2742605887808732,0.6418535948610491
HOWTH-MALAHIDE,0.102774997725412,0.541861523064325,0.140151032663088,0.112728596124102,0.102483850423073,0.01684979230872303,0.06411630711510116,0.27552592791102776,0.09285809995980168,0.28222564652284604,0.26842422618250034,0.00226819089094538,0.01084195245871892,0.07341377850359886,0.2925512611141354,0.6209248170326015
Ireland,0.106352433292039,0.559179815969365,0.143004909670401,0.108770890515608,0.0826919505525876,0.04004319620377888,0.12376490781394102,0.3022344970558792,0.12508178113397916,0.2219535049620457,0.18692211283037607,0.00350726680777916,0.01510854660720923,0.0926417779758304,0.31797726721383335,0.5707651413953478
KANTURK,0.102138555645123,0.505097444165205,0.154677794110674,0.138223718526246,0.0998624875527526,0.05327510917030567,0.1636098981077147,0.3408054342552159,0.1530325084910238,0.1811741872877244,0.10810286268801551,0.00345457433290978,0.01397712833545108,0.09136753494282084,0.32850222363405335,0.5626985387547649
KELLS,0.115637951450562,0.523201598579041,0.160820011841326,0.115563943161634,0.0847764949674363,0.05233296005972378,0.1454273982829414,0.3534154535274356,0.14087346024636058,0.1824561403508772,0.12549458753266143,0.00320926186976995,0.0137668336282655,0.09108904951861072,0.3181668216310249,0.573768033352329
KENMARE,0.0982547444927991,0.474494145093993,0.167481717439096,0.151240522230697,0.108528870743416,0.04856230031948882,0.152259242355089,0.32350524874486536,0.1416704701049749,0.18804198995892288,0.14596074851665905,0.00282212858081725,0.01283488614837437,0.09664823906908417,0.33513743379595623,0.552557312405768
KILDARE,0.12173156406352,0.600826626060474,0.122819229932565,0.0922775723297803,0.0623450076136611,0.04997264271384279,0.13678643078606603,0.3567390114900602,0.14079883275579064,0.1820171438993252,0.13368593835491518,0.00383210371749874,0.01378841057230857,0.0910035097772366,0.31888833178139103,0.5724876441515651
KILKENNY,0.102125868238266,0.555588297200589,0.147716270258893,0.110755630393601,0.0838139339086508,0.03782743325801322,0.10369068541300527,0.29659385722654613,0.1289647669261026,0.24253075571177504,0.19039250146455772,0.00373281648182046,0.01636696457413589,0.09694555112881806,0.32468324898603784,0.5582714188291877
KILLALOE,0.125556951902205,0.510682051867931,0.16554324231692,0.116302981834799,0.0819147720781446,0.0315927515498331,0.1081306628516929,0.307105388650453,0.12649022412970912,0.23569384835479257,0.19098712446351931,0.00300797112347721,0.01193161878979295,0.08221787737504387,0.30947009575374745,0.5933724369579385
KILLARNEY,0.104575426182052,0.546759408169829,0.150209070440656,0.113179478932133,0.0852766162753297,0.03619946984758118,0.12127236580516898,0.32993704440026506,0.15001656726308812,0.21222664015904572,0.15034791252485089,0.00283489309379055,0.01195436846779151,0.08484186078284035,0.33178495798893365,0.5685839196666439
KILLINEY-SHANKILL,0.0988906195365396,0.530563590705363,0.151149114720748,0.11554722019136,0.10384945484599,0.02625845659901387,0.09735122119023049,0.2653365439743149,0.09803921568627452,0.25891526201123727,0.25409930053892904,0.00356966049141457,0.01336668490580786,0.0844993355741421,0.3046718257380338,0.5938924932906017
KILMUCKRIDGE,0.117735952740761,0.513806841599121,0.169116636900673,0.119521912350598,0.0798186564088474,0.05521219612690564,0.15121549237742068,0.3476170855651696,0.1431122098612828,0.18980909215767064,0.1130339239115506,0.00329451860266969,0.01499573984663447,0.09804032945186028,0.3137176938369781,0.5699517182618574
KILRUSH,0.109404458245536,0.456970167461462,0.174337362759233,0.15049351225463,0.108794499279139,0.04862556127477822,0.17095608367101084,0.3528638703318366,0.14554813273464023,0.16778008980396453,0.11422626218376958,0.00347989654361627,0.01664707265459675,0.10895838231836352,0.34987067952033857,0.5210439689630849
KIMMAGE-RATHMINES,0.0677573417335637,0.626013616502388,0.128442231480541,0.0988314195711818,0.078955390712326,0.02985074626865671,0.10401007013127136,0.1821974465024276,0.07282862794461428,0.2898759215968351,0.3212371875561949,0.00390838029449191,0.01641519723686602,0.09452826758771132,0.30521723323032174,0.579930921650609
KINNEGAD,0.125408763897973,0.539132330499237,0.155384783082625,0.102844996729889,0.0772291257902769,0.05383360522022838,0.13982754602656725,0.3513167093917502,0.14938242833838267,0.1829410393847588,0.12269867163831276,0.00302101181350888,0.01487961042474524,0.09459825051853188,0.32378934078816846,0.5637117864550455
LAYTOWN-BETTYSTOWN,0.132922761098281,0.596292019502181,0.125320759558635,0.0842635360533744,0.0612009237875289,0.03496409636937118,0.11475739883229312,0.327159251056976,0.13495738541037514,0.2173008522917925,0.170861016039192,0.00300693909020817,0.01308147005911076,0.0791313287072732,0.31495759444872784,0.5898226676946801
LEIXLIP,0.0981826408264837,0.554106025186638,0.132342960561044,0.143578915617223,0.0717894578086117,0.02161071891658262,0.08356144647745281,0.28857513326609996,0.11612159631177064,0.27243912980838497,0.21769197521970896,0.0027875859505668,0.01313262714489252,0.08232670507340643,0.30725391810691943,0.5944991637242149
LETTERKENNY,0.119052407191409,0.584281864618107,0.135462333588063,0.0925873788360214,0.0686160157663999,0.04743939637180928,0.1375822764488682,0.29346604591427194,0.111334082517258,0.22499598651468936,0.1851822122331032,0.00460602072709327,0.01671327520973844,0.09873334430004936,0.3169929264681691,0.5629544332949499
LIFFORD-STRANORLAR,0.116990982439487,0.523398196487898,0.148410061699098,0.121831988609397,0.0893687707641196,0.08897414816844798,0.22380560884260528,0.31588563076642,0.12496574403946288,0.15447154471544716,0.0918973234676167,0.00535610324083058,0.01944498350475451,0.11915389093731808,0.3332039588589171,0.5228410634581797
LIMERICK CITY EAST,0.103743917375617,0.58730841802112,0.131881227448774,0.10271773312589,0.0743487040286007,0.0399030135088327,0.11887772774506408,0.2895739521995151,0.10654658815379286,0.24703844821614132,0.198060270176654,0.00392950014446691,0.01750939034960993,0.09537705865356834,0.3225368390638544,0.5606472117885004
LIMERICK CITY NORTH,0.0908554572271386,0.55002602811035906,0.145340968245705,0.116571230262016,0.0972063161547805,0.0402045745134252,0.16266515129990056,0.3435147037931524,0.12437846284983664,0.18653217786617415,0.142704929677511,0.00557431356310123,0.02459068611836656,0.12429126584697713,0.3542715168503536,0.4912722176212015
LIMERICK CITY WEST,0.0909509101662614,0.62505750147861,0.12650325294079,0.0912466320562529,0.0662417033580864,0.03001116694584031,0.09338358458961474,0.27170575097710775,0.11990508096035736,0.27365996649916247,0.21133445002791737,0.00404785999166617,0.01863206143222811,0.09631525686052742,0.32757902256086674,0.5534257991547116
LISMORE,0.108778418361797,0.48852387686283,0.172848906776895,0.125856630044599,0.103992167953878,0.04407530454042082,0.16766334440753045,0.33311184939091915,0.1585825027685493,0.17829457364341086,0.11827242524916944,0.00371208691715708,0.01204164780443639,0.08936170212765958,0.3328202806699864,0.5620642824807606
LISTOWEL,0.101798410706817,0.473316603931409,0.163989962358846,0.148138854035968,0.112756168966959,0.05171679304762716,0.17593933713896226,0.3542642924086223,0.13853625287552185,0.16656726591122092,0.1129760586180455,0.00334719188217884,0.01603128743569868,0.10369248115002466,0.3451130998520189,0.5318159396800789
LONGFORD,0.119914661958361,0.54071948797175,0.138747884940778,0.111675126903553,0.0889428382255573,0.0690862782553327,0.1591849729385546,0.3373129576567972,0.17239732569245464,0.15807067812798473,0.10394778732887616,0.00576014497443531,0.02342890427804025,0.12277522490453692,0.34437900459517184,0.5036567212478157
LOUGHREA,0.112964253709051,0.525191675794085,0.150303694115304,0.116150552623718,0.0953898237578413,0.03586247777119146,0.14552459988144636,0.3339261015609563,0.1287295000987947,0.20460383323453865,0.1513534874530725,0.00270765641922852,0.0126635007914688,0.0968091310505707,0.32066983254186454,0.5671498791968674
LUCAN,0.137043189368771,0.653559563360228,0.112743236829616,0.0609634551495017,0.0356905552918842,0.02577782209812525,0.06082967690466693,0.2801655364978061,0.11966493817311528,0.27662544874351813,0.23693657758276823,0.00219268976299883,0.01105878315251587,0.0661810971075562,0.3108280740557134,0.6097393559212158
MACROOM,0.115300335137922,0.534061613817994,0.154840164990977,0.115558133539572,0.0802397525135344,0.0294501763092595,0.09977798093248008,0.2977667493796526,0.13948021418310044,0.24768185973618911,0.18584301945931828,0.00191863932173507,0.0088153698566206,0.06725608649433483,0.2915294666701237,0.6304804376571859
MALLOW,0.122994652406417,0.544117647058823,0.139361529735861,0.107235456165937,0.0862907146329606,0.03585520672499571,0.12051809915937552,0.33247555326814204,0.15654486189740952,0.20629610567850404,0.14831017327157317,0.00243155019652255,0.01302378255945639,0.09080007994137632,0.31573512757311306,0.5780094597295317
MANORHAMILTON,0.112834679133022,0.490862728431789,0.162770930726732,0.132065448363791,0.101466213344666,0.06526907283336936,0.1402636697644262,0.29954614220877457,0.14112816079533175,0.1966717095310136,0.1571212448670845,0.00230741924032658,0.01668441604543841,0.10880369187078452,0.32978345757898475,0.5424210152644657
MAYNOOTH,0.11971697036558,0.631985392018869,0.118005097576749,0.0775288165252787,0.0527637235135238,0.0193878329898481,0.06488054346996412,0.23486756736127012,0.09571788413098237,0.2928784062285322,0.2922677658194031,0.00178923426838514,0.00970432145564821,0.06777862016679302,0.28600454890068233,0.6347232752084913
MIDLETON,0.125006431695395,0.55955749935683,0.136197581682532,0.101903781836892,0.0773347054283509,0.03240145672664953,0.1043273350471294,0.318926735218509,0.1533847472150814,0.22006212510711223,0.17089760068551843,0.00313820929934674,0.01167755433158276,0.08364288459075189,0.312881601981128,0.5886597497971906
MILFORD,0.110652211323352,0.49406298399587,0.155480984340045,0.132163138874548,0.107640681466185,0.05618351063829787,0.19215425531914893,0.29521276595744683,0.12084441489361702,0.18866356382978725,0.14694148936170212,0.0035610465116279,0.01308139534883721,0.096875,0.32848837209302323,0.5579941860465116
MOATE,0.11553488372093,0.519441860465116,0.156899224806202,0.120124031007752,0.088,0.0483558994197292,0.14210186976144423,0.33604126370083814,0.1276595744680851,0.20180528691166988,0.1440361057382334,0.00320310859063222,0.01254988447805082,0.0893719806763285,0.31695022054190297,0.5779248057130855
MONAGHAN,0.11381360091618,0.520477722637291,0.159240879096908,0.119757866608496,0.0867099307411245,0.07100056529112493,0.15737704918032788,0.3157716223855285,0.1519502543810062,0.18643301300169587,0.11746749576031656,0.00277305662402719,0.0122551212094105,0.09128723499418552,0.3213167546292155,0.5723678325431613
MUINEBEAG,0.107145563385618,0.519057361521558,0.158445101159354,0.124801091157081,0.0905508827763886,0.03332823727258829,0.17902461397339856,0.31524231768842687,0.14905977679253937,0.19247821434031492,0.130866839932732,0.00280269058295964,0.01370204285002491,0.09653712007972096,0.31141006477329347,0.575548081714001
MULLINGAR,0.109548245212132,0.572161642078255,0.137175845322093,0.103729496930267,0.0773847704572528,0.0473511486169714,0.11261134552273792,0.32498827941865915,0.14139709329582748,0.21228316924519455,0.16136896390060948,0.00262022194821208,0.01491214549938347,0.09563810110974108,0.32652589395807646,0.5603036374845869
NAAS,0.10943438722937,0.606069990709198,0.136631098848504,0.0884596976266224,0.0594048255863059,0.02225608097077869,0.06491810415192904,0.26984817978995485,0.1116068999292594,0.2863361810959351,0.2450345540621429,0.00245722401316531,0.01088843301246646,0.0706057395342546,0.29960098288960524,0.6164476205505084
NAVAN,0.130943672275055,0.607102480547982,0.121766309769236,0.0817317284032719,0.0584558090044557,0.04523709019276769,0.1120022513015337,0.3523286900239201,0.15484733361474604,0.19093851132686085,0.14464612354017167,0.00393311036789297,0.01375250836120401,0.08623411371237458,0.3231571906354515,0.5729230769230769
NENAGH,0.107432651736449,0.520610191496267,0.153900248836958,0.119712214648924,0.0983446932814021,0.04138005159071367,0.13467325881341358,0.3416809974204643,0.14746345657781598,0.19239036973344795,0.14241186586414445,0.00391292614914095,0.01556175227129621,0.10079158046235497,0.33196905640010793,0.5477646847170999
NEW ROSS,0.111936539914379,0.513892386468564,0.156257869554268,0.124276001007303,0.0936372030554856,0.05347547974413646,0.17091684434968016,0.342089552238806,0.15087420042643923,0.17705756929637526,0.1055863539445629,0.00309358081979891,0.01631160795893974,0.10085776559094424,0.32046684946916965,0.5592701961611475
NEWBRIDGE,0.128117875250961,0.584033756422908,0.136046551196107,0.0878619797869806,0.0639398373430428,0.03595771317290305,0.10349144526359716,0.3331478647934344,0.13478926137153985,0.21212964250938937,0.18048407288913615,0.00290202862962859,0.01478918436253034,0.08449367971649413,0.30778245946926364,0.5900326478220833
NEWCASTLE WEST,0.100232899163288,0.506340032778401,0.156387475200552,0.134563961010955,0.102475631846804,0.04979362430842189,0.18582594186352855,0.34109071748485115,0.14138930359181523,0.17432159480108897,0.1075788179502942,0.00278790478232897,0.01322467653156051,0.09804131817856888,0.3448066337836872,0.5411394667238545
NEWPORT,0.127577693871624,0.525704327621261,0.154371187917514,0.11167586407203,0.0806709265175719,0.03473053892215569,0.106437125748503,0.3127245508982036,0.12125748502994012,0.231437125748503,0.1934131736526946,0.00382637809398541,0.01482721511419347,0.08447925385627167,0.293973454501973,0.6028936984335764
NORTH INNER CITY,0.0590592452319762,0.766654267550385,0.0908967942648451,0.0543419450831868,0.0290477478696064,0.04614734902292011,0.1073828080009214,0.20988981456597688,0.09133489461358314,0.2586478289246362,0.2865973048719622,0.00467655354380857,0.02116276953871349,0.0982622145391684,0.34888545173323626,0.5270130106450732
ONGAR,0.140250611246944,0.670507334963325,0.109596577017115,0.0611246943765281,0.018520782396088,0.02946214457005824,0.07523124357656731,0.3343610825625214,0.14422747516272696,0.2266529633436108,0.19006509078451525,0.00233459169481422,0.01090303993641963,0.07301808066759388,0.32493045897079276,0.5888138287303795
PALMERSTOWN-FONTHILL,0.113094899641781,0.532609313697618,0.156365497242281,0.126855063399102,0.0710752260192187,0.08385696332685937,0.2286073346281275,0.3494801782246087,0.1349251685136525,0.11493202330629498,0.08819833200045699,0.00595001983339944,0.02444466481554938,0.11458746529155098,0.3415807219357398,0.5134371281237604
PEMBROKE,0.0613039074577536,0.632603017218402,0.117357001972387,0.0947278639586332,0.0940082093928248,0.0097354886113152,0.02562454077883908,0.1143919911829537,0.04110029390154298,0.3604426891991183,0.44870499632623073,0.0028175976272862,0.01077607513593672,0.06520019772614928,0.2707118141374197,0.6504943153732081
PILTOWN,0.117240610721052,0.540566142873064,0.14270589546417,0.108436420372228,0.0910509305694862,0.04212114179624043,0.11638431190531444,0.34126247389185427,0.14933859364121607,0.2136226502668833,0.13727082849849154,0.00336455396926434,0.01123033554605801,0.08693279985450578,0.3101300354642175,0.5883422751659544
PORTLAOISE,0.123979324293955,0.593902164956177,0.131657802082553,0.0906434938946738,0.0598172147726421,0.04123381812370146,0.10843854882531564,0.3555218155665654,0.15366789196100367,0.2012146396036439,0.13992328591976985,0.00358322427868137,0.01679441640181965,0.09384931762946346,0.3307160216862965,0.555057020003739
PORTLAW-KILMACTHOMAS,0.118479524167635,0.505776987762357,0.161482190469679,0.124290695289533,0.0899706023107951,0.03892876863611264,0.15198785201546108,0.3210933186085036,0.13252346769740475,0.21176145775814467,0.1437051352843733,0.00256911477240994,0.01206366936609885,0.08455738620497068,0.30745601787210275,0.5933538117844177
RATHFARNHAM-TEMPLEOGUE,0.0855762272695441,0.476668456313173,0.161908541282476,0.147995984966969,0.127850790167838,0.02023501294562836,0.09559848635729934,0.2532164907388966,0.09018123879705238,0.27687711611232824,0.2638916550487951,0.00261460693742374,0.01255011329963395,0.08159510390641644,0.2972904925144772,0.6059496833420487
RATOATH,0.121933357744416,0.583702273559469,0.143870044272827,0.0927399221064545,0.0577544023168337,0.02456371419163648,0.07112281857095819,0.2966743496871913,0.11755021402700032,0.26460322686862037,0.22548567665459335,0.00172959740294297,0.0091003432585615,0.06330326494771293,0.28434581304382534,0.6415209813469572
ROSCOMMON,0.10472819216182,0.497446270543616,0.155802781289507,0.130821744627054,0.111201011378003,0.05688073394495413,0.14638124362895005,0.3576962283384302,0.14067278287461774,0.1744138634046891,0.1239551478083588,0.00400810240055165,0.01801491186484506,0.1073137094341249,0.33185363961556696,0.5388096366849114
ROSCREA-TEMPLEMORE,0.109830408927392,0.512737684457823,0.155715439395052,0.123926290287057,0.0977901769326775,0.05024455313472655,0.15666222024603527,0.375277901289462,0.154290795909293,0.16318363717207648,0.1003408922484067,0.00398430425596136,0.01611832176275279,0.10250528222155146,0.3279806821611832,0.5494114095985512
ROSSLARE,0.110511705860787,0.49363641125019603,0.166553187031897,0.131042790551511,0.0982559053056094,0.057762485663643,0.15994161192784903,0.3578354707538317,0.1342925659472422,0.17141069752893337,0.11875716817850068,0.00332210998877665,0.01652076318742985,0.09890011223344557,0.32664421997755333,0.5546127946127946
RUSH-LUSK,0.13816880793625,0.599837371930395,0.134428362335339,0.0759147828915271,0.0516506749064889,0.03231562252180809,0.08782712133227596,0.3170103092783505,0.13369019296854348,0.23724557229711868,0.1919111816019033,0.00238428445550199,0.0118436738713523,0.07533820556678589,0.299564608925517,0.6108692271808428
SHANNON,0.111336196418443,0.55096831699214,0.140142614050725,0.115387731950409,0.082165140588283,0.03061224489795918,0.10388089662094346,0.3696888591502175,0.13984610237537637,0.2066744730679157,0.14929742388758782,0.00330305532617671,0.01641618497109826,0.09321222130470684,0.32908340214698595,0.5579851362510322
SKIBBEREEN-WEST CORK,0.104265223479544,0.497483253226356,0.164402225333989,0.130189607538887,0.103659690421224,0.03979081400636653,0.11800818553888132,0.302637562528422,0.15522207063816887,0.22108534182204032,0.16325602546612095,0.00347066006812777,0.0126293463590205,0.08962658268526255,0.31325920688990294,0.5810142039976862
SLIGO-DRUMCLIFF,0.109734984685045,0.494673058995872,0.163004394726328,0.138899986682647,0.0936875749101079,0.02439671174754707,0.09042694245558208,0.2968708565367277,0.12145319543887564,0.2503314770617873,0.21652081675948023,0.00282532823666278,0.01124591435377541,0.08066035122707883,0.29605008032795965,0.6092183258545233
SLIGO-STRANDHILL,0.0867087206728641,0.54653607791058,0.14630367419212,0.120849933598938,0.099601593625498,0.03458629893238434,0.13233985765124556,0.2990435943060498,0.13456405693950177,0.22464412811387904,0.1748220640569395,0.00456160568520119,0.02165562277921828,0.11898588303082686,0.3345337558820705,0.5202631326226832
SOUTH EAST INNER CITY,0.0584189497716895,0.726398401826484,0.105565068493151,0.0694349315068493,0.0401826484018265,0.0311792666364871,0.09557492077863286,0.1609891353553644,0.06428248076052512,0.2832163875056587,0.3647578089633318,0.00378975599801766,0.01600443109932076,0.08716438795440631,0.3138501005742938,0.5791913243739615
SOUTH WEST INNER CITY,0.0512892141799592,0.737380227393357,0.0987512920077101,0.0648657708746543,0.0477134955443194,0.03616666666666666,0.10005555555555556,0.18883333333333333,0.0816111111111111,0.28305555555555556,0.31027777777777776,0.00407930162356204,0.0211307824100514,0.1005139920045688,0.32917244567730003,0.5451034782845177
STILLORGAN,0.0934765314240255,0.526610978520286,0.147096260938743,0.118536197295147,0.114280031821798,0.00766256590509666,0.0210896309314587,0.1978207381370826,0.05588752196836556,0.33110720562390156,0.3864323374340949,0.00209623928414992,0.00779050122019898,0.06054064201238971,0.2679118953757587,0.6616607221075027
SWINFORD,0.097839983850346507,0.446807078931431,0.177982639122536,0.157526411412422,0.119843886683265,0.07112553032193661,0.16670826054404791,0.3480159720489144,0.13064636885450462,0.17144996256551034,0.11205390566508608,0.00416761817766613,0.01804064854989723,0.1175496688741722,0.34448504224708837,0.515757022151176
SWORDS,0.104706378937371,0.638078404474226,0.130164090117659,0.0772700891679417,0.0497810373028017,0.02410816093826356,0.07818863007004398,0.34386707932888094,0.14334582179508062,0.23261117445838084,0.17787913340935005,0.00269370939629218,0.0136496366887747,0.07949838151074089,0.324422210652602,0.5797360617515902
TALLAGHT CENTRAL,0.0837892112734575,0.563672875839623,0.113600166193477,0.146215636036286,0.0927221106571567,0.04273929739724079,0.2124875551130707,0.33074953776134264,0.15780116626368937,0.15872564357843835,0.09749679988621818,0.00493199362823183,0.02291385859576032,0.1144773924764122,0.35314299718171793,0.5045337581178777
TALLAGHT SOUTH,0.150080356039065,0.657343305723822,0.0970453702559031,0.0716095932748177,0.0239213747063914,0.05871407897457102,0.14685411067466062,0.3905313210667769,0.15863827441251466,0.14520019295706704,0.10006202191440976,0.00461445357809269,0.01792828685258964,0.10247617126430984,0.32228049826012406,0.5527005900448838
THURLES,0.109899749373434,0.490789473684211,0.159022556390977,0.13577694235589,0.104511278195489,0.03932442651877993,0.13876985127300226,0.38290899924376104,0.12377111167128813,0.19120241996470885,0.1240231913284598,0.00383927632270958,0.01467339854843799,0.10571158094035972,0.326285894603976,0.5494898495845166
TRALEE,0.101499182580264,0.524435632543741,0.159031618491078,0.11969111969112,0.095342446693798,0.04337170441886372,0.12157445228369848,0.33821017452655033,0.14207203861864093,0.2071295952469365,0.14764203490531003,0.00421875484691503,0.01913949809225424,0.11030803114433724,0.34156404131898127,0.5247696745975122
TRAMORE-WATERFORD CITY WEST,0.107446327115491,0.549901955854995,0.152144401427925,0.109055256674544,0.0814520589270451,0.0329397141081417,0.1164284234514191,0.335715765485809,0.14626061736067952,0.2127615496167392,0.15589392997721152,0.00420656940839523,0.01619976729616038,0.10243444016826278,0.32426385035353084,0.5528953727736508
TRIM,0.127118315430256,0.56047620894249,0.143793384263389,0.0982277891961066,0.0703843021677589,0.04228777655735132,0.12827553742350542,0.334771693080182,0.13776871175270672,0.2009257806370626,0.1559705005491919,0.00289773789493363,0.01255686421137907,0.08119897800211878,0.30597619492740075,0.5973702249641678
TUAM,0.119932794737971,0.535532994923858,0.142703939372274,0.114427682848359,0.0874025881175377,0.03622717759976907,0.13552717038319984,0.3482716316663058,0.13545500469077,0.19694017464097568,0.14757884101897958,0.00332423127151846,0.01466223435830464,0.09233645969369585,0.32909889588032765,0.5605781787961533
TULLAMORE,0.11469327176781,0.54254617414248,0.149488786279683,0.110075857519789,0.0831959102902375,0.05623555593597534,0.1354960198579132,0.34357613626636996,0.12822049131216298,0.18573996405032953,0.15073183257724898,0.00365076631651455,0.0180816256242466,0.0954365421043568,0.3220940244532461,0.560737041501636
TULLOW,0.119668320874427,0.537470946667504,0.153527231610026,0.114328789496828,0.0750047113512155,0.04064714534028613,0.15710656504880333,0.32504345500735393,0.16900655167803183,0.1834469848910282,0.1247492980344966,0.0035065349059611,0.01758580384656253,0.10461162469450642,0.31319732228243546,0.5610987142705345
WATERFORD CITY EAST,0.11098705912205,0.516011164679016,0.158284699314895,0.114742451154529,0.0999746257295103,0.01930662237907411,0.08636080548058958,0.2910525223167947,0.11106497820220054,0.2697737180817936,0.22244135353954744,0.00307044477585753,0.01311518554259145,0.08834108255110097,0.3028335818931485,0.5926397052373015
WATERFORD CITY SOUTH,0.101529902642559,0.57177627657460794,0.134313530697397,0.106050069541029,0.0863302205444069,0.04219318911972585,0.20400514028699937,0.35971300064253586,0.15303062754337118,0.15742128935532235,0.0836367530520454,0.00477953840854288,0.02243368928694454,0.12017740268687564,0.3483895969686531,0.5042197726489838
WESTPORT,0.0995449728853706,0.49841052172287,0.166053730599015,0.1408090756093,0.0951816991834445,0.04224675948151704,0.12469995199231876,0.3198511761881901,0.12061929908785406,0.21231397023523765,0.1802688430148824,0.00247004414546983,0.01371662812697078,0.09223249947445868,0.32399621610258567,0.567584612150515
WEXFORD,0.0985594850257095,0.523688032342898,0.158103387368999,0.120029830827805,0.0996192644345881,0.04880478087649402,0.1394422310756972,0.339028501379099,0.13507508427827153,0.19705792215752377,0.14059148023291448,0.00502028060376354,0.02131125739743334,0.10951526032315978,0.32266108118890885,0.5414921204867345
WICKLOW,0.117573188917667,0.557727022996625,0.145514480809984,0.104112707008869,0.075072600266855,0.04333150168773059,0.09898736164534108,0.3094434414004239,0.13729492110840724,0.22678389198524215,0.184158882172855,0.00317510715986664,0.01263692649626925,0.08261628829973011,0.30642959199872993,0.5951420860454041
