Statistic Label,Census Year,Local Electoral Area,Age,Sex,UNIT,VALUE
Population,2022,"Carlow, Carlow",Age 14,Both Sexes,Number,349
Population,2022,"Carlow, Carlow",Age 15,Males,Number,170
Population,2022,"Carlow, Carlow",Age 15,Females,Number,154
Population,2022,"Carlow, Carlow",Age 15,Both Sexes,Number,324
Population,2022,"Carlow, Carlow",Age 16,Males,Number,174
Population,2022,"Carlow, Carlow",Age 16,Females,Number,157
Population,2022,"Carlow, Carlow",Age 16,Both Sexes,Number,331
Population,2022,"Carlow, Carlow",Age 17,Males,Number,193
Population,2022,"Carlow, Carlow",Age 17,Females,Number,151
Population,2022,"Carlow, Carlow",Age 17,Both Sexes,Number,344
Population,2022,"Carlow, Carlow",Age 18,Males,Number,185
Population,2022,"Carlow, Carlow",Age 18,Females,Number,182
Population,2022,"Carlow, Carlow",Age 18,Both Sexes,Number,367
Population,2022,"Carlow, Carlow",Age 19,Males,Number,209
Population,2022,"Carlow, Carlow",Age 19,Females,Number,185
Population,2022,"Carlow, Carlow",Age 19,Both Sexes,Number,394
Population,2022,"Carlow, Carlow",Age 20-24,Males,Number,1010
Population,2022,"Carlow, Carlow",Age 20-24,Females,Number,874
Population,2022,"Carlow, Carlow",Age 20-24,Both Sexes,Number,1884
Population,2022,"Carlow, Carlow",Age 25-29,Males,Number,828
Population,2022,"Carlow, Carlow",Age 25-29,Females,Number,780
Population,2022,"Carlow, Carlow",Age 25-29,Both Sexes,Number,1608
Population,2022,"Carlow, Carlow",Age 30-34,Males,Number,799
Population,2022,"Carlow, Carlow",Age 30-34,Females,Number,814
Population,2022,"Carlow, Carlow",Age 30-34,Both Sexes,Number,1613
Population,2022,"Carlow, Carlow",Age 35-39,Males,Number,945
Population,2022,"Carlow, Carlow",Age 35-39,Females,Number,1054
Population,2022,"Carlow, Carlow",Age 35-39,Both Sexes,Number,1999
Population,2022,"Carlow, Carlow",Age 40-44,Males,Number,1049
Population,2022,"Carlow, Carlow",Age 40-44,Females,Number,1043
Population,2022,"Carlow, Carlow",Age 40-44,Both Sexes,Number,2092
Population,2022,"Carlow, Carlow",Age 45-49,Males,Number,869
Population,2022,"Carlow, Carlow",Age 45-49,Females,Number,953
Population,2022,"Carlow, Carlow",Age 45-49,Both Sexes,Number,1822
Population,2022,"Carlow, Carlow",Age 50-54,Males,Number,777
Population,2022,"Carlow, Carlow",Age 50-54,Females,Number,772
Population,2022,"Carlow, Carlow",Age 50-54,Both Sexes,Number,1549
Population,2022,"Carlow, Carlow",Age 55-59,Males,Number,681
Population,2022,"Carlow, Carlow",Age 55-59,Females,Number,676
Population,2022,"Carlow, Carlow",Age 55-59,Both Sexes,Number,1357
Population,2022,"Carlow, Carlow",Age 60-64,Males,Number,612
Population,2022,"Carlow, Carlow",Age 60-64,Females,Number,624
Population,2022,"Carlow, Carlow",Age 60-64,Both Sexes,Number,1236
Population,2022,"Carlow, Carlow",Age 65-69,Males,Number,508
Population,2022,"Carlow, Carlow",Age 65-69,Females,Number,563
Population,2022,"Carlow, Carlow",Age 65-69,Both Sexes,Number,1071
Population,2022,"Carlow, Carlow",Age 70-74,Males,Number,409
Population,2022,"Carlow, Carlow",Age 70-74,Females,Number,445
Population,2022,"Carlow, Carlow",Age 70-74,Both Sexes,Number,854
Population,2022,"Carlow, Carlow",Age 75-79,Males,Number,359
Population,2022,"Carlow, Carlow",Age 75-79,Females,Number,370
Population,2022,"Carlow, Carlow",Age 75-79,Both Sexes,Number,729
Population,2022,"Carlow, Carlow",Age 80-84,Males,Number,197
Population,2022,"Carlow, Carlow",Age 80-84,Females,Number,265
Population,2022,"Carlow, Carlow",Age 80-84,Both Sexes,Number,462
Population,2022,"Carlow, Carlow",Age 85 and over,Males,Number,119
Population,2022,"Carlow, Carlow",Age 85 and over,Females,Number,213
Population,2022,"Carlow, Carlow",Age 85 and over,Both Sexes,Number,332
Population,2022,"Carlow, Carlow",Total,Males,Number,12503
Population,2022,"Carlow, Carlow",Total,Females,Number,12665
Population,2022,"Carlow, Carlow",Total,Both Sexes,Number,25168
Population,2022,"Tullow, Carlow",Age 0,Males,Number,101
Population,2022,"Tullow, Carlow",Age 0,Females,Number,110
Population,2022,"Tullow, Carlow",Age 0,Both Sexes,Number,211
Population,2022,"Tullow, Carlow",Age 1,Males,Number,101
Population,2022,"Tullow, Carlow",Age 1,Females,Number,117
Population,2022,"Tullow, Carlow",Age 1,Both Sexes,Number,218
Population,2022,"Tullow, Carlow",Age 2,Males,Number,117
Population,2022,"Tullow, Carlow",Age 2,Females,Number,116
Population,2022,"Tullow, Carlow",Age 2,Both Sexes,Number,233
Population,2022,"Tullow, Carlow",Age 3,Males,Number,148
Population,2022,"Tullow, Carlow",Age 3,Females,Number,132
Population,2022,"Tullow, Carlow",Age 3,Both Sexes,Number,280
Population,2022,"Tullow, Carlow",Age 4,Males,Number,125
Population,2022,"Tullow, Carlow",Age 4,Females,Number,126
Population,2022,"Tullow, Carlow",Age 4,Both Sexes,Number,251
Population,2022,"Tullow, Carlow",Age 5,Males,Number,113
Population,2022,"Tullow, Carlow",Age 5,Females,Number,134
Population,2022,"Tullow, Carlow",Age 5,Both Sexes,Number,247
Population,2022,"Tullow, Carlow",Age 6,Males,Number,143
Population,2022,"Tullow, Carlow",Age 6,Females,Number,112
Population,2022,"Tullow, Carlow",Age 6,Both Sexes,Number,255
Population,2022,"Tullow, Carlow",Age 7,Males,Number,153
Population,2022,"Tullow, Carlow",Age 7,Females,Number,161
Population,2022,"Tullow, Carlow",Age 7,Both Sexes,Number,314
Population,2022,"Tullow, Carlow",Age 8,Males,Number,145
Population,2022,"Tullow, Carlow",Age 8,Females,Number,151
Population,2022,"Tullow, Carlow",Age 8,Both Sexes,Number,296
Population,2022,"Tullow, Carlow",Age 9,Males,Number,153
Population,2022,"Tullow, Carlow",Age 9,Females,Number,155
Population,2022,"Tullow, Carlow",Age 9,Both Sexes,Number,308
Population,2022,"Tullow, Carlow",Age 10,Males,Number,160
Population,2022,"Tullow, Carlow",Age 10,Females,Number,157
Population,2022,"Tullow, Carlow",Age 10,Both Sexes,Number,317
Population,2022,"Tullow, Carlow",Age 11,Males,Number,180
Population,2022,"Tullow, Carlow",Age 11,Females,Number,157
Population,2022,"Tullow, Carlow",Age 11,Both Sexes,Number,337
Population,2022,"Tullow, Carlow",Age 12,Males,Number,141
Population,2022,"Tullow, Carlow",Age 12,Females,Number,178
Population,2022,"Tullow, Carlow",Age 12,Both Sexes,Number,319
Population,2022,"Tullow, Carlow",Age 13,Males,Number,189
Population,2022,"Tullow, Carlow",Age 13,Females,Number,146
Population,2022,"Tullow, Carlow",Age 13,Both Sexes,Number,335
Population,2022,"Tullow, Carlow",Age 14,Males,Number,177
Population,2022,"Tullow, Carlow",Age 14,Females,Number,163
Population,2022,"Tullow, Carlow",Age 14,Both Sexes,Number,340
Population,2022,"Tullow, Carlow",Age 15,Males,Number,151
Population,2022,"Tullow, Carlow",Age 15,Females,Number,147
Population,2022,"Tullow, Carlow",Age 15,Both Sexes,Number,298
Population,2022,"Tullow, Carlow",Age 16,Males,Number,141
Population,2022,"Tullow, Carlow",Age 16,Females,Number,172
Population,2022,"Tullow, Carlow",Age 16,Both Sexes,Number,313
Population,2022,"Tullow, Carlow",Age 17,Males,Number,147
Population,2022,"Tullow, Carlow",Age 17,Females,Number,153
Population,2022,"Tullow, Carlow",Age 17,Both Sexes,Number,300
Population,2022,"Tullow, Carlow",Age 18,Males,Number,136
Population,2022,"Tullow, Carlow",Age 18,Females,Number,163
Population,2022,"Tullow, Carlow",Age 18,Both Sexes,Number,299
Population,2022,"Tullow, Carlow",Age 19,Males,Number,129
Population,2022,"Tullow, Carlow",Age 19,Females,Number,110
Population,2022,"Tullow, Carlow",Age 19,Both Sexes,Number,239
Population,2022,"Tullow, Carlow",Age 20-24,Males,Number,527
Population,2022,"Tullow, Carlow",Age 20-24,Females,Number,512
Population,2022,"Tullow, Carlow",Age 20-24,Both Sexes,Number,1039
Population,2022,"Tullow, Carlow",Age 25-29,Males,Number,470
Population,2022,"Tullow, Carlow",Age 25-29,Females,Number,488
Population,2022,"Tullow, Carlow",Age 25-29,Both Sexes,Number,958
Population,2022,"Tullow, Carlow",Age 30-34,Males,Number,526
Population,2022,"Tullow, Carlow",Age 30-34,Females,Number,607
Population,2022,"Tullow, Carlow",Age 30-34,Both Sexes,Number,1133
Population,2022,"Tullow, Carlow",Age 35-39,Males,Number,697
Population,2022,"Tullow, Carlow",Age 35-39,Females,Number,776
Population,2022,"Tullow, Carlow",Age 35-39,Both Sexes,Number,1473
Population,2022,"Tullow, Carlow",Age 40-44,Males,Number,772
Population,2022,"Tullow, Carlow",Age 40-44,Females,Number,812
Population,2022,"Tullow, Carlow",Age 40-44,Both Sexes,Number,1584
Population,2022,"Tullow, Carlow",Age 45-49,Males,Number,766
Population,2022,"Tullow, Carlow",Age 45-49,Females,Number,758
Population,2022,"Tullow, Carlow",Age 45-49,Both Sexes,Number,1524
Population,2022,"Tullow, Carlow",Age 50-54,Males,Number,646
Population,2022,"Tullow, Carlow",Age 50-54,Females,Number,700
Population,2022,"Tullow, Carlow",Age 50-54,Both Sexes,Number,1346
Population,2022,"Tullow, Carlow",Age 55-59,Males,Number,663
Population,2022,"Tullow, Carlow",Age 55-59,Females,Number,657
Population,2022,"Tullow, Carlow",Age 55-59,Both Sexes,Number,1320
Population,2022,"Tullow, Carlow",Age 60-64,Males,Number,542
Population,2022,"Tullow, Carlow",Age 60-64,Females,Number,582
Population,2022,"Tullow, Carlow",Age 60-64,Both Sexes,Number,1124
Population,2022,"Tullow, Carlow",Age 65-69,Males,Number,463
Population,2022,"Tullow, Carlow",Age 65-69,Females,Number,479
Population,2022,"Tullow, Carlow",Age 65-69,Both Sexes,Number,942
Population,2022,"Tullow, Carlow",Age 70-74,Males,Number,455
Population,2022,"Tullow, Carlow",Age 70-74,Females,Number,423
Population,2022,"Tullow, Carlow",Age 70-74,Both Sexes,Number,878
Population,2022,"Tullow, Carlow",Age 75-79,Males,Number,268
Population,2022,"Tullow, Carlow",Age 75-79,Females,Number,281
Population,2022,"Tullow, Carlow",Age 75-79,Both Sexes,Number,549
Population,2022,"Tullow, Carlow",Age 80-84,Males,Number,164
Population,2022,"Tullow, Carlow",Age 80-84,Females,Number,201
Population,2022,"Tullow, Carlow",Age 80-84,Both Sexes,Number,365
Population,2022,"Tullow, Carlow",Age 85 and over,Males,Number,112
Population,2022,"Tullow, Carlow",Age 85 and over,Females,Number,168
Population,2022,"Tullow, Carlow",Age 85 and over,Both Sexes,Number,280
Population,2022,"Tullow, Carlow",Total,Males,Number,9921
Population,2022,"Tullow, Carlow",Total,Females,Number,10304
Population,2022,"Tullow, Carlow",Total,Both Sexes,Number,20225
Population,2022,"Muinebeag, Carlow",Age 0,Males,Number,102
Population,2022,"Muinebeag, Carlow",Age 0,Females,Number,81
Population,2022,"Muinebeag, Carlow",Age 0,Both Sexes,Number,183
Population,2022,"Muinebeag, Carlow",Age 1,Males,Number,97
Population,2022,"Muinebeag, Carlow",Age 1,Females,Number,76
Population,2022,"Muinebeag, Carlow",Age 1,Both Sexes,Number,173
Population,2022,"Muinebeag, Carlow",Age 2,Males,Number,97
Population,2022,"Muinebeag, Carlow",Age 2,Females,Number,81
Population,2022,"Muinebeag, Carlow",Age 2,Both Sexes,Number,178
Population,2022,"Muinebeag, Carlow",Age 3,Males,Number,94
Population,2022,"Muinebeag, Carlow",Age 3,Females,Number,106
Population,2022,"Muinebeag, Carlow",Age 3,Both Sexes,Number,200
Population,2022,"Muinebeag, Carlow",Age 4,Males,Number,99
Population,2022,"Muinebeag, Carlow",Age 4,Females,Number,101
Population,2022,"Muinebeag, Carlow",Age 4,Both Sexes,Number,200
Population,2022,"Muinebeag, Carlow",Age 5,Males,Number,121
Population,2022,"Muinebeag, Carlow",Age 5,Females,Number,82
Population,2022,"Muinebeag, Carlow",Age 5,Both Sexes,Number,203
Population,2022,"Muinebeag, Carlow",Age 6,Males,Number,102
Population,2022,"Muinebeag, Carlow",Age 6,Females,Number,104
Population,2022,"Muinebeag, Carlow",Age 6,Both Sexes,Number,206
Population,2022,"Muinebeag, Carlow",Age 7,Males,Number,117
Population,2022,"Muinebeag, Carlow",Age 7,Females,Number,115
Population,2022,"Muinebeag, Carlow",Age 7,Both Sexes,Number,232
Population,2022,"Muinebeag, Carlow",Age 8,Males,Number,104
Population,2022,"Muinebeag, Carlow",Age 8,Females,Number,105
Population,2022,"Muinebeag, Carlow",Age 8,Both Sexes,Number,209
Population,2022,"Muinebeag, Carlow",Age 9,Males,Number,124
Population,2022,"Muinebeag, Carlow",Age 9,Females,Number,107
Population,2022,"Muinebeag, Carlow",Age 9,Both Sexes,Number,231
Population,2022,"Muinebeag, Carlow",Age 10,Males,Number,119
Population,2022,"Muinebeag, Carlow",Age 10,Females,Number,116
Population,2022,"Muinebeag, Carlow",Age 10,Both Sexes,Number,235
Population,2022,"Muinebeag, Carlow",Age 11,Males,Number,152
Population,2022,"Muinebeag, Carlow",Age 11,Females,Number,118
Population,2022,"Muinebeag, Carlow",Age 11,Both Sexes,Number,270
Population,2022,"Muinebeag, Carlow",Age 12,Males,Number,106
Population,2022,"Muinebeag, Carlow",Age 12,Females,Number,122
Population,2022,"Muinebeag, Carlow",Age 12,Both Sexes,Number,228
Population,2022,"Muinebeag, Carlow",Age 13,Males,Number,128
Population,2022,"Muinebeag, Carlow",Age 13,Females,Number,113
Population,2022,"Muinebeag, Carlow",Age 13,Both Sexes,Number,241
Population,2022,"Muinebeag, Carlow",Age 14,Males,Number,145
Population,2022,"Muinebeag, Carlow",Age 14,Females,Number,117
Population,2022,"Muinebeag, Carlow",Age 14,Both Sexes,Number,262
Population,2022,"Muinebeag, Carlow",Age 15,Males,Number,111
Population,2022,"Muinebeag, Carlow",Age 15,Females,Number,110
Population,2022,"Muinebeag, Carlow",Age 15,Both Sexes,Number,221
Population,2022,"Muinebeag, Carlow",Age 16,Males,Number,116
Population,2022,"Muinebeag, Carlow",Age 16,Females,Number,113
Population,2022,"Muinebeag, Carlow",Age 16,Both Sexes,Number,229
Population,2022,"Muinebeag, Carlow",Age 17,Males,Number,123
Population,2022,"Muinebeag, Carlow",Age 17,Females,Number,110
Population,2022,"Muinebeag, Carlow",Age 17,Both Sexes,Number,233
Population,2022,"Muinebeag, Carlow",Age 18,Males,Number,116
Population,2022,"Muinebeag, Carlow",Age 18,Females,Number,121
Population,2022,"Muinebeag, Carlow",Age 18,Both Sexes,Number,237
Population,2022,"Muinebeag, Carlow",Age 19,Males,Number,108
Population,2022,"Muinebeag, Carlow",Age 19,Females,Number,86
Population,2022,"Muinebeag, Carlow",Age 19,Both Sexes,Number,194
Population,2022,"Muinebeag, Carlow",Age 20-24,Males,Number,463
Population,2022,"Muinebeag, Carlow",Age 20-24,Females,Number,395
Population,2022,"Muinebeag, Carlow",Age 20-24,Both Sexes,Number,858
Population,2022,"Muinebeag, Carlow",Age 25-29,Males,Number,368
Population,2022,"Muinebeag, Carlow",Age 25-29,Females,Number,358
Population,2022,"Muinebeag, Carlow",Age 25-29,Both Sexes,Number,726
Population,2022,"Muinebeag, Carlow",Age 30-34,Males,Number,479
Population,2022,"Muinebeag, Carlow",Age 30-34,Females,Number,489
Population,2022,"Muinebeag, Carlow",Age 30-34,Both Sexes,Number,968
Population,2022,"Muinebeag, Carlow",Age 35-39,Males,Number,511
Population,2022,"Muinebeag, Carlow",Age 35-39,Females,Number,547
Population,2022,"Muinebeag, Carlow",Age 35-39,Both Sexes,Number,1058
Population,2022,"Muinebeag, Carlow",Age 40-44,Males,Number,623
Population,2022,"Muinebeag, Carlow",Age 40-44,Females,Number,608
Population,2022,"Muinebeag, Carlow",Age 40-44,Both Sexes,Number,1231
Population,2022,"Muinebeag, Carlow",Age 45-49,Males,Number,592
Population,2022,"Muinebeag, Carlow",Age 45-49,Females,Number,614
Population,2022,"Muinebeag, Carlow",Age 45-49,Both Sexes,Number,1206
Population,2022,"Muinebeag, Carlow",Age 50-54,Males,Number,642
Population,2022,"Muinebeag, Carlow",Age 50-54,Females,Number,588
Population,2022,"Muinebeag, Carlow",Age 50-54,Both Sexes,Number,1230
Population,2022,"Muinebeag, Carlow",Age 55-59,Males,Number,539
Population,2022,"Muinebeag, Carlow",Age 55-59,Females,Number,590
Population,2022,"Muinebeag, Carlow",Age 55-59,Both Sexes,Number,1129
Population,2022,"Muinebeag, Carlow",Age 60-64,Males,Number,482
Population,2022,"Muinebeag, Carlow",Age 60-64,Females,Number,480
Population,2022,"Muinebeag, Carlow",Age 60-64,Both Sexes,Number,962
Population,2022,"Muinebeag, Carlow",Age 65-69,Males,Number,472
Population,2022,"Muinebeag, Carlow",Age 65-69,Females,Number,426
Population,2022,"Muinebeag, Carlow",Age 65-69,Both Sexes,Number,898
Population,2022,"Muinebeag, Carlow",Age 70-74,Males,Number,378
Population,2022,"Muinebeag, Carlow",Age 70-74,Females,Number,371
Population,2022,"Muinebeag, Carlow",Age 70-74,Both Sexes,Number,749
Population,2022,"Muinebeag, Carlow",Age 75-79,Males,Number,289
Population,2022,"Muinebeag, Carlow",Age 75-79,Females,Number,272
Population,2022,"Muinebeag, Carlow",Age 75-79,Both Sexes,Number,561
Population,2022,"Muinebeag, Carlow",Age 80-84,Males,Number,169
Population,2022,"Muinebeag, Carlow",Age 80-84,Females,Number,189
Population,2022,"Muinebeag, Carlow",Age 80-84,Both Sexes,Number,358
Population,2022,"Muinebeag, Carlow",Age 85 and over,Males,Number,110
Population,2022,"Muinebeag, Carlow",Age 85 and over,Females,Number,166
Population,2022,"Muinebeag, Carlow",Age 85 and over,Both Sexes,Number,276
Population,2022,"Muinebeag, Carlow",Total,Males,Number,8398
Population,2022,"Muinebeag, Carlow",Total,Females,Number,8177
Population,2022,"Muinebeag, Carlow",Total,Both Sexes,Number,16575
Population,2022,"Manorhamilton, Leitrim",Age 0,Males,Number,59
Population,2022,"Manorhamilton, Leitrim",Age 0,Females,Number,67
Population,2022,"Manorhamilton, Leitrim",Age 0,Both Sexes,Number,126
Population,2022,"Manorhamilton, Leitrim",Age 1,Males,Number,74
Population,2022,"Manorhamilton, Leitrim",Age 1,Females,Number,53
Population,2022,"Manorhamilton, Leitrim",Age 1,Both Sexes,Number,127
Population,2022,"Manorhamilton, Leitrim",Age 2,Males,Number,71
Population,2022,"Manorhamilton, Leitrim",Age 2,Females,Number,77
Population,2022,"Manorhamilton, Leitrim",Age 2,Both Sexes,Number,148
Population,2022,"Manorhamilton, Leitrim",Age 3,Males,Number,68
Population,2022,"Manorhamilton, Leitrim",Age 3,Females,Number,60
Population,2022,"Manorhamilton, Leitrim",Age 3,Both Sexes,Number,128
Population,2022,"Manorhamilton, Leitrim",Age 4,Males,Number,62
Population,2022,"Manorhamilton, Leitrim",Age 4,Females,Number,63
Population,2022,"Manorhamilton, Leitrim",Age 4,Both Sexes,Number,125
Population,2022,"Manorhamilton, Leitrim",Age 5,Males,Number,73
