"","LEA","Center","Distance"
"5117","PORTLAW-KILMACTHOMAS","Waterford Vaccination Centre - WIT Arena",20214.0847874146
"5118","RATHFARNHAM-TEMPLEOGUE","Waterford Vaccination Centre - WIT Arena",130657.097698744
"5119","RATOATH","Waterford Vaccination Centre - WIT Arena",142182.000830047
"5120","ROSCOMMON","Waterford Vaccination Centre - WIT Arena",182539.587985546
"5121","ROSCREA-TEMPLEMORE","Waterford Vaccination Centre - WIT Arena",78510.524085345
"5122","ROSSLARE","Waterford Vaccination Centre - WIT Arena",42391.0094788487
"5123","RUSH-LUSK","Waterford Vaccination Centre - WIT Arena",156339.535122309
"5124","SHANNON","Waterford Vaccination Centre - WIT Arena",120757.234514933
"5125","SKIBBEREEN-WEST CORK","Waterford Vaccination Centre - WIT Arena",146587.206879565
"5126","SLIGO-DRUMCLIFF","Waterford Vaccination Centre - WIT Arena",244110.873044397
"5127","SLIGO-STRANDHILL","Waterford Vaccination Centre - WIT Arena",241797.653350385
"5128","SOUTH EAST INNER CITY","Waterford Vaccination Centre - WIT Arena",136961.226391181
"5129","SOUTH WEST INNER CITY","Waterford Vaccination Centre - WIT Arena",135225.605357198
"5130","STILLORGAN","Waterford Vaccination Centre - WIT Arena",132859.359644758
"5131","SWINFORD","Waterford Vaccination Centre - WIT Arena",217406.412728617
"5132","SWORDS","Waterford Vaccination Centre - WIT Arena",148527.784894385
"5133","TALLAGHT CENTRAL","Waterford Vaccination Centre - WIT Arena",128902.845403505
"5134","TALLAGHT SOUTH","Waterford Vaccination Centre - WIT Arena",123717.162739314
"5135","THURLES","Waterford Vaccination Centre - WIT Arena",63419.5552407845
"5136","TRALEE","Waterford Vaccination Centre - WIT Arena",174871.086758283
"5137","TRAMORE-WATERFORD CITY WEST","Waterford Vaccination Centre - WIT Arena",6112.08071733206
"5138","TRIM","Waterford Vaccination Centre - WIT Arena",140468.883714441
"5139","TUAM","Waterford Vaccination Centre - WIT Arena",181726.19973826
"5140","TULLAMORE","Waterford Vaccination Centre - WIT Arena",117673.96134613
"5141","TULLOW","Waterford Vaccination Centre - WIT Arena",67342.2130902504
"5142","WATERFORD CITY EAST","Waterford Vaccination Centre - WIT Arena",11586.5406910726
"5143","WATERFORD CITY SOUTH","Waterford Vaccination Centre - WIT Arena",5907.26666474072
"5144","WESTPORT","Waterford Vaccination Centre - WIT Arena",234425.833282981
"5145","WEXFORD","Waterford Vaccination Centre - WIT Arena",47904.6809115797
"5146","WICKLOW","Waterford Vaccination Centre - WIT Arena",109092.571883697
"5147","ADARE-RATHKEALE","Westmeath Community Vaccination Centre",121360.286135671
"5148","ARDEE","Westmeath Community Vaccination Centre",97738.8424741166
"5149","ARKLOW","Westmeath Community Vaccination Centre",112776.097477038
"5150","ARTANE-WHITEHALL","Westmeath Community Vaccination Centre",100000.445099128
"5151","ASHBOURNE","Westmeath Community Vaccination Centre",86271.696750382
"5152","ATHENRY-ORANMORE","Westmeath Community Vaccination Centre",72606.5211960497
"5153","ATHLONE","Westmeath Community Vaccination Centre",10973.3891728478
"5154","ATHLONE","Westmeath Community Vaccination Centre",28164.2087160744
"5155","ATHY","Westmeath Community Vaccination Centre",71015.8884832855
"5156","BAILIEBOROUGH-COOTEHILL","Westmeath Community Vaccination Centre",77792.4330010405
"5157","BALBRIGGAN","Westmeath Community Vaccination Centre",105538.518397326
"5158","BALLINA","Westmeath Community Vaccination Centre",132658.943668326
"5159","BALLINAMORE","Westmeath Community Vaccination Centre",71207.33140538
"5160","BALLINASLOE","Westmeath Community Vaccination Centre",46221.9676744939
"5161","BALLYBAY-CLONES","Westmeath Community Vaccination Centre",94312.5709756041
"5162","BALLYFERMOT-DRIMNAGH","Westmeath Community Vaccination Centre",92072.3625360599
"5163","BALLYJAMESDUFF","Westmeath Community Vaccination Centre",59781.5634347069
"5164","BALLYMAHON","Westmeath Community Vaccination Centre",25935.8766233797
"5165","BALLYMOTE-TOBERCURRY","Westmeath Community Vaccination Centre",101209.00912838
"5166","BALLYMUN-FINGLAS","Westmeath Community Vaccination Centre",95548.1545195252
"5167","BALTINGLASS","Westmeath Community Vaccination Centre",92421.6047884808
"5168","BANDON-KINSALE","Westmeath Community Vaccination Centre",197204.060741929
"5169","BANTRY-WEST CORK","Westmeath Community Vaccination Centre",229676.414670266
"5170","BELMULLET","Westmeath Community Vaccination Centre",156358.133983252
"5171","BIRR","Westmeath Community Vaccination Centre",29965.7091350018
"5172","BLACKROCK","Westmeath Community Vaccination Centre",103365.364734092
"5173","BLANCHARDSTOWN-MULHUDDART","Westmeath Community Vaccination Centre",91878.9876495927
"5174","BORRIS-IN-OSSORY-MOUNTMELLICK","Westmeath Community Vaccination Centre",47108.3556713032
"5175","BOYLE","Westmeath Community Vaccination Centre",64823.4072394463
"5176","BRAY EAST","Westmeath Community Vaccination Centre",110180.134304698
"5177","BRAY WEST","Westmeath Community Vaccination Centre",103765.702381194
"5178","BUNCRANA","Westmeath Community Vaccination Centre",190311.136764368
"5179","CABRA-GLASNEVIN","Westmeath Community Vaccination Centre",94551.4850730871
"5180","CAHIR","Westmeath Community Vaccination Centre",121280.736651124
"5181","CALLAN-THOMASTOWN","Westmeath Community Vaccination Centre",103950.232140233
"5182","CAPPAMORE-KILMALLOCK","Westmeath Community Vaccination Centre",113880.03330497
"5183","CARLOW","Westmeath Community Vaccination Centre",83967.996310836
"5184","CARNDONAGH","Westmeath Community Vaccination Centre",208949.218877457
"5185","CARRICK-ON-SHANNON","Westmeath Community Vaccination Centre",60373.4014934787
"5186","CARRICK-ON-SUIR","Westmeath Community Vaccination Centre",98427.7401450502
"5187","CARRICKMACROSS-CASTLEBLAYNEY","Westmeath Community Vaccination Centre",97614.1773283751
"5188","CARRIGALINE","Westmeath Community Vaccination Centre",183232.205484397
"5189","CASHEL-TIPPERARY","Westmeath Community Vaccination Centre",101320.930801699
"5190","CASTLEBAR","Westmeath Community Vaccination Centre",114661.738705068
"5191","CASTLECOMER","Westmeath Community Vaccination Centre",78556.9691521481
"5192","CASTLEISLAND","Westmeath Community Vaccination Centre",173508.257125391
"5193","CASTLEKNOCK","Westmeath Community Vaccination Centre",87852.305593888
"5194","CAVAN-BELTURBET","Westmeath Community Vaccination Centre",80207.6225376161
"5195","CELBRIDGE","Westmeath Community Vaccination Centre",78705.9436301168
"5196","CLANE","Westmeath Community Vaccination Centre",56418.9373238092
"5197","CLAREMORRIS","Westmeath Community Vaccination Centre",92896.55304992
"5198","CLONDALKIN","Westmeath Community Vaccination Centre",84704.0814301393
"5199","CLONMEL","Westmeath Community Vaccination Centre",110099.969987149
"5200","CLONTARF","Westmeath Community Vaccination Centre",101344.403171995
"5201","COBH","Westmeath Community Vaccination Centre",165385.000337553
"5202","CONAMARA NORTH","Westmeath Community Vaccination Centre",130104.120494225
"5203","CONAMARA SOUTH","Westmeath Community Vaccination Centre",111818.918384887
"5204","CORCA DHUIBHNE","Westmeath Community Vaccination Centre",209470.778581981
"5205","CORK CITY NORTH EAST","Westmeath Community Vaccination Centre",169936.42003855
"5206","CORK CITY NORTH WEST","Westmeath Community Vaccination Centre",173728.251332485
"5207","CORK CITY SOUTH CENTRAL","Westmeath Community Vaccination Centre",177043.366317278
"5208","CORK CITY SOUTH EAST","Westmeath Community Vaccination Centre",175697.589035105
"5209","CORK CITY SOUTH WEST","Westmeath Community Vaccination Centre",178179.157455183
"5210","DONAGHMEDE","Westmeath Community Vaccination Centre",103976.164638145
"5211","DONEGAL","Westmeath Community Vaccination Centre",142335.86061017
"5212","DROGHEDA RURAL","Westmeath Community Vaccination Centre",100238.340737544
"5213","DROGHEDA URBAN","Westmeath Community Vaccination Centre",97766.2199987494
"5214","DÚN LAOGHAIRE","Westmeath Community Vaccination Centre",106874.685523994
"5215","DUNDALK-CARLINGFORD","Westmeath Community Vaccination Centre",117921.464768614
"5216","DUNDALK SOUTH","Westmeath Community Vaccination Centre",106111.954431824
"5217","DUNDRUM","Westmeath Community Vaccination Centre",98739.0344409001
"5218","DUNGARVAN","Westmeath Community Vaccination Centre",148825.733460703
"5219","EDENDERRY","Westmeath Community Vaccination Centre",36749.7987752926
"5220","ENNIS","Westmeath Community Vaccination Centre",103560.875893376
"5221","ENNISCORTHY","Westmeath Community Vaccination Centre",119270.782118789
"5222","ENNISTIMON","Westmeath Community Vaccination Centre",106519.522476736
"5223","FERMOY","Westmeath Community Vaccination Centre",143211.388384889
"5224","FIRHOUSE-BOHERNABREENA","Westmeath Community Vaccination Centre",94430.7920341834
"5225","GALWAY CITY CENTRAL","Westmeath Community Vaccination Centre",90080.286278876
"5226","GALWAY CITY EAST","Westmeath Community Vaccination Centre",85912.0592838727
"5227","GALWAY CITY WEST","Westmeath Community Vaccination Centre",93140.6187830606
"5228","GLENCULLEN-SANDYFORD","Westmeath Community Vaccination Centre",100526.529371361
"5229","GLENTIES","Westmeath Community Vaccination Centre",175906.292154183
"5230","GOREY","Westmeath Community Vaccination Centre",121489.797220979
"5231","GORT-KINVARA","Westmeath Community Vaccination Centre",77746.156238909
"5232","GRAIGUECULLEN-PORTARLINGTON","Westmeath Community Vaccination Centre",62674.4374147793
"5233","GRANARD","Westmeath Community Vaccination Centre",46187.3183468096
"5234","GREYSTONES","Westmeath Community Vaccination Centre",114490.113343608
"5235","HOWTH-MALAHIDE","Westmeath Community Vaccination Centre",104547.419871944
"5236","KANTURK","Westmeath Community Vaccination Centre",156087.136276271
"5237","KELLS","Westmeath Community Vaccination Centre",67812.7797535762
"5238","KENMARE","Westmeath Community Vaccination Centre",219090.211100476
"5239","KILDARE","Westmeath Community Vaccination Centre",57381.8433408948
"5240","KILKENNY","Westmeath Community Vaccination Centre",86844.742032935
"5241","KILLALOE","Westmeath Community Vaccination Centre",83771.6853424233
"5242","KILLARNEY","Westmeath Community Vaccination Centre",190279.238888222
"5243","KILLINEY-SHANKILL","Westmeath Community Vaccination Centre",106964.494636978
"5244","KILMUCKRIDGE","Westmeath Community Vaccination Centre",133370.61663132
"5245","KILRUSH","Westmeath Community Vaccination Centre",133083.185427046
"5246","KIMMAGE-RATHMINES","Westmeath Community Vaccination Centre",96117.0247084918
"5247","KINNEGAD","Westmeath Community Vaccination Centre",40252.5581334048
"5248","LAYTOWN-BETTYSTOWN","Westmeath Community Vaccination Centre",89981.53460279
"5249","LEIXLIP","Westmeath Community Vaccination Centre",81754.0195252834
"5250","LETTERKENNY","Westmeath Community Vaccination Centre",173205.526619166
"5251","LIFFORD-STRANORLAR","Westmeath Community Vaccination Centre",159247.395790876
"5252","LIMERICK CITY EAST","Westmeath Community Vaccination Centre",99432.4274975733
"5253","LIMERICK CITY NORTH","Westmeath Community Vaccination Centre",101794.81143533
"5254","LIMERICK CITY WEST","Westmeath Community Vaccination Centre",108000.447371531
"5255","LISMORE","Westmeath Community Vaccination Centre",139589.943713504
"5256","LISTOWEL","Westmeath Community Vaccination Centre",161449.173005445
"5257","LONGFORD","Westmeath Community Vaccination Centre",39788.081932159
"5258","LOUGHREA","Westmeath Community Vaccination Centre",53340.5036240294
"5259","LUCAN","Westmeath Community Vaccination Centre",84945.0176280841
"5260","MACROOM","Westmeath Community Vaccination Centre",183785.390214368
"5261","MALLOW","Westmeath Community Vaccination Centre",154604.792999792
"5262","MANORHAMILTON","Westmeath Community Vaccination Centre",104873.543793575
"5263","MAYNOOTH","Westmeath Community Vaccination Centre",69802.7656549767
"5264","MIDLETON","Westmeath Community Vaccination Centre",165156.381693302
"5265","MILFORD","Westmeath Community Vaccination Centre",190754.264445353
"5266","MOATE","Westmeath Community Vaccination Centre",14761.2644953979
"5267","MONAGHAN","Westmeath Community Vaccination Centre",110747.669243343
"5268","MUINEBEAG","Westmeath Community Vaccination Centre",98390.531010865
"5269","MULLINGAR","Westmeath Community Vaccination Centre",30675.283649444
"5270","NAAS","Westmeath Community Vaccination Centre",77372.2978786479
"5271","NAVAN","Westmeath Community Vaccination Centre",72935.1621473643
"5272","NENAGH","Westmeath Community Vaccination Centre",51820.8829374986
"5273","NEW ROSS","Westmeath Community Vaccination Centre",129543.990295676
"5274","NEWBRIDGE","Westmeath Community Vaccination Centre",71143.6651187634
"5275","NEWCASTLE WEST","Westmeath Community Vaccination Centre",142151.763280858
"5276","NEWPORT","Westmeath Community Vaccination Centre",77812.2451982226
"5277","NORTH INNER CITY","Westmeath Community Vaccination Centre",98560.2082932115
"5278","ONGAR","Westmeath Community Vaccination Centre",86357.3370833857
"5279","PALMERSTOWN-FONTHILL","Westmeath Community Vaccination Centre",89299.6144327298
"5280","PEMBROKE","Westmeath Community Vaccination Centre",99679.5489273511
"5281","PILTOWN","Westmeath Community Vaccination Centre",122200.647482999
"5282","PORTLAOISE","Westmeath Community Vaccination Centre",54895.6684719268
"5283","PORTLAW-KILMACTHOMAS","Westmeath Community Vaccination Centre",128791.951900155
"5284","RATHFARNHAM-TEMPLEOGUE","Westmeath Community Vaccination Centre",94507.9426882875
"5285","RATOATH","Westmeath Community Vaccination Centre",77764.5626700078
"5286","ROSCOMMON","Westmeath Community Vaccination Centre",56178.2203941804
"5287","ROSCREA-TEMPLEMORE","Westmeath Community Vaccination Centre",63710.3716772685
"5288","ROSSLARE","Westmeath Community Vaccination Centre",149433.821793996
"5289","RUSH-LUSK","Westmeath Community Vaccination Centre",98820.6001832492
"5290","SHANNON","Westmeath Community Vaccination Centre",103948.277515951
"5291","SKIBBEREEN-WEST CORK","Westmeath Community Vaccination Centre",215393.234102713
"5292","SLIGO-DRUMCLIFF","Westmeath Community Vaccination Centre",112332.118825796
"5293","SLIGO-STRANDHILL","Westmeath Community Vaccination Centre",110573.48195317
"5294","SOUTH EAST INNER CITY","Westmeath Community Vaccination Centre",99204.3672707864
"5295","SOUTH WEST INNER CITY","Westmeath Community Vaccination Centre",95302.0392590243
"5296","STILLORGAN","Westmeath Community Vaccination Centre",102254.743381794
"5297","SWINFORD","Westmeath Community Vaccination Centre",95918.5390494128
"5298","SWORDS","Westmeath Community Vaccination Centre",97095.5843122377
"5299","TALLAGHT CENTRAL","Westmeath Community Vaccination Centre",91017.8122040812
"5300","TALLAGHT SOUTH","Westmeath Community Vaccination Centre",89428.919248132
"5301","THURLES","Westmeath Community Vaccination Centre",80629.3692917227
"5302","TRALEE","Westmeath Community Vaccination Centre",184014.836709255
"5303","TRAMORE-WATERFORD CITY WEST","Westmeath Community Vaccination Centre",138556.320780783
"5304","TRIM","Westmeath Community Vaccination Centre",57017.3551343494
"5305","TUAM","Westmeath Community Vaccination Centre",78130.4893397391
"5306","TULLAMORE","Westmeath Community Vaccination Centre",16410.855218176
"5307","TULLOW","Westmeath Community Vaccination Centre",95820.5543483563
"5308","WATERFORD CITY EAST","Westmeath Community Vaccination Centre",140809.2320815
"5309","WATERFORD CITY SOUTH","Westmeath Community Vaccination Centre",137681.564623889
"5310","WESTPORT","Westmeath Community Vaccination Centre",132574.133660675
"5311","WEXFORD","Westmeath Community Vaccination Centre",141145.529969366
"5312","WICKLOW","Westmeath Community Vaccination Centre",108523.525068594
"5313","ADARE-RATHKEALE","Gorey Vaccination Centre",176957.307427976
"5314","ARDEE","Gorey Vaccination Centre",127073.368387229
"5315","ARKLOW","Gorey Vaccination Centre",16987.4920914137
"5316","ARTANE-WHITEHALL","Gorey Vaccination Centre",73676.9622603198
"5317","ASHBOURNE","Gorey Vaccination Centre",95672.2577814219
"5318","ATHENRY-ORANMORE","Gorey Vaccination Centre",182519.674005575
"5319","ATHLONE","Gorey Vaccination Centre",132415.160577362
"5320","ATHLONE","Gorey Vaccination Centre",148088.57440225
"5321","ATHY","Gorey Vaccination Centre",50506.9702345078
"5322","BAILIEBOROUGH-COOTEHILL","Gorey Vaccination Centre",149197.878449416
"5323","BALBRIGGAN","Gorey Vaccination Centre",94046.948565991
"5324","BALLINA","Gorey Vaccination Centre",254093.608808381
"5325","BALLINAMORE","Gorey Vaccination Centre",177621.424449342
"5326","BALLINASLOE","Gorey Vaccination Centre",163588.332399325
"5327","BALLYBAY-CLONES","Gorey Vaccination Centre",163260.830397781
"5328","BALLYFERMOT-DRIMNAGH","Gorey Vaccination Centre",67192.1969884866
"5329","BALLYJAMESDUFF","Gorey Vaccination Centre",143528.067430452
"5330","BALLYMAHON","Gorey Vaccination Centre",141946.575613661
"5331","BALLYMOTE-TOBERCURRY","Gorey Vaccination Centre",220669.193214462
"5332","BALLYMUN-FINGLAS","Gorey Vaccination Centre",73268.7186644566
"5333","BALTINGLASS","Gorey Vaccination Centre",31232.640582581
"5334","BANDON-KINSALE","Gorey Vaccination Centre",198148.607473131
"5335","BANTRY-WEST CORK","Gorey Vaccination Centre",253246.182426195
"5336","BELMULLET","Gorey Vaccination Centre",277499.837605893
"5337","BIRR","Gorey Vaccination Centre",113812.728116498
"5338","BLACKROCK","Gorey Vaccination Centre",62703.3206037624
"5339","BLANCHARDSTOWN-MULHUDDART","Gorey Vaccination Centre",76403.7039541154
"5340","BORRIS-IN-OSSORY-MOUNTMELLICK","Gorey Vaccination Centre",87654.004748808
"5341","BOYLE","Gorey Vaccination Centre",183021.464942024
"5342","BRAY EAST","Gorey Vaccination Centre",53254.8307451427
"5343","BRAY WEST","Gorey Vaccination Centre",49222.0672056683
"5344","BUNCRANA","Gorey Vaccination Centre",272968.910468593
"5345","CABRA-GLASNEVIN","Gorey Vaccination Centre",70276.4127132018
"5346","CAHIR","Gorey Vaccination Centre",122962.761785007
"5347","CALLAN-THOMASTOWN","Gorey Vaccination Centre",65285.6099573107
"5348","CAPPAMORE-KILMALLOCK","Gorey Vaccination Centre",148372.82664159
"5349","CARLOW","Gorey Vaccination Centre",42443.9792851417
"5350","CARNDONAGH","Gorey Vaccination Centre",287131.408256166
"5351","CARRICK-ON-SHANNON","Gorey Vaccination Centre",172132.854248178
