CSO_LEA,p_age_12to17,p_age_18to54,p_age_55to64,p_age_65to70,p_age_71plus,p_edu_NoFormal,p_edu_Primary,p_edu_UpperSecondary,p_edu_Apprenticeship,p_edu_HonoursBachelor,p_edu_Postgraduate,p_health_VeryBad,p_health_Bad,p_health_Fair,p_health_Good,p_health_VeryGood,Weighted_Access_Initial_Vacc_Center,Access_Pharmacies,Access_GPs,Index22_rel,UNEMPM22,UNEMPF22,p_age_12to17_sex_female,p_age_12to17_sex_male,p_age_18to54_sex_female,p_age_18to54_sex_male,p_age_55to64_sex_female,p_age_55to64_sex_male,p_age_65to70_sex_female,p_age_65to70_sex_male,p_age_71plus_sex_female,p_age_71plus_sex_male,p_sex_female,p_sex_male
CASHEL-TIPPERARY,0.107607000519841,0.514338936059608,0.15638537515162,0.124761739733148,0.0969069485357824,0.0496196709711657,0.146824694852291,0.387581814965505,0.132053776755705,0.174951353263754,0.10896868919158,0.00349953099069196,0.0172451114799047,0.103651057074825,0.330074319936503,0.545529980518075,0.186250971643679,22.9237932820864,8.81962456634133,-3.07007759324504,8.33557046979866,8.21962313190383,0.05220065846473748,0.0554063420551031,0.2615664529544273,0.2527724831051811,0.07654652573210882,0.07983884941951135,0.061427828799168256,0.06333391093398025,0.05328365967769884,0.043623288858083524,0.5050251256281407,0.4949748743718593
CASTLEBAR,0.103808929128942,0.513307836403372,0.161098969715891,0.129995316890415,0.09178894786138,0.0447784440464138,0.123354878903512,0.331905614827506,0.127949536640449,0.21454715364847,0.15746437193365,0.00270993753924452,0.0160943851416108,0.0948478138735583,0.328299018473843,0.558048844971744,4.01355092594682,26.504463338985,9.69867548100815,0.0966165190429431,8.86687306501548,6.83324130314743,0.05159225725881986,0.05221667187012176,0.26303465501092727,0.2502731813924446,0.08257883234467686,0.07852013737121448,0.06497814548860444,0.0650171714018108,0.050031220730565096,0.04175772713081486,0.5122151108335935,0.4877848891664065
CASTLECOMER,0.11237727018365,0.507198453477133,0.163249732919571,0.124027064150176,0.0931474792694714,0.0479155672823219,0.153562005277045,0.324960422163588,0.133192612137203,0.207598944591029,0.132770448548813,0.00351420323808726,0.0134292766598335,0.0873948876710036,0.312973266953939,0.582688365477137,2.07714793917116,16.7109943025258,8.46282504298402,-0.829675816679064,6.99037883343355,6.60234581914491,0.05265299893167828,0.05972427125197131,0.2559393600244188,0.251259093452714,0.08027674619728341,0.08297298672228723,0.05845245968357328,0.06557460446660222,0.04878669176374828,0.04436078750572315,0.496108256600702,0.503891743399298
CASTLEISLAND,0.107682792743266,0.501305662451897,0.160940076965366,0.137575590984057,0.0924958768554151,0.0493425703379047,0.169659267637495,0.336349498091333,0.145624204722183,0.185352749893963,0.113671709317121,0.00320586214792763,0.011506755209526,0.0895923975269063,0.327684909548889,0.568010075566751,0.575108798217926,19.2395360484209,6.7832289916095,-2.68720748984331,7.39414366968612,8.84284992420414,0.05689939527212754,0.05078339747113799,0.2510307861462342,0.2502748763056625,0.08019516217702034,0.08074491478834525,0.06768829026937878,0.0698873007146784,0.049821330401319405,0.04267454645409566,0.5056349642660802,0.4943650357339197
CASTLEKNOCK,0.102601745371503,0.58839681374548,0.131147540983607,0.111845145855422,0.0660087540439877,0.0251818979307498,0.0703338665565819,0.25770163579132,0.0908199597502451,0.27694927498839,0.279013364982713,0.0024297749619638,0.0120807502781752,0.0738697004791425,0.299407316574699,0.61221245770602,0.382363190253475,35.713705266953,16.1103133740513,5.47801979198935,7.38413197172035,7.36395632163162,0.0506212108854634,0.051980534486039745,0.29665878258978334,0.2917380311556969,0.07035858956583205,0.06078895141777452,0.059946170785417176,0.05189897507000517,0.036728923687573065,0.029279830356414648,0.514313677514069,0.485686322485931
CAVAN-BELTURBET,0.109843742755135,0.541011730885149,0.145314601010804,0.118143459915612,0.0856864654333009,0.0689256834809395,0.154793993068926,0.29457065845206,0.175683480939546,0.180785521755872,0.125240662302657,0.00421190927006453,0.0156883959967541,0.105220449012713,0.325244406661772,0.549634839058696,1.58072315605651,20.9944681507663,7.35155860898586,-5.08777389837005,11.7462580185317,11.959629941127,0.054713219270181294,0.05513052348495386,0.272963323596235,0.2680484072889136,0.07275003477535123,0.07256456623545231,0.059025362822831176,0.05911809709278064,0.04659897064960356,0.039087494783697316,0.5060509111142023,0.49394908888579775
CELBRIDGE,0.11703628463405,0.580046272783703,0.153828790700299,0.103662321539417,0.0454263303425315,0.0297265160523187,0.0681007458653119,0.286239325478327,0.117717003567182,0.269592476489028,0.228623932547833,0.00218888230197455,0.0101235806466323,0.077933330293219,0.31269095717999,0.597063249578184,0.117083214495839,12.0544460758725,5.3382512100866,6.23136575345491,5.8413110498134,6.43863179074447,0.05755882850854918,0.059477456125500816,0.29230856046498505,0.2877377123187179,0.07911517408724113,0.07471361661305795,0.05248010834603013,0.05118221319338638,0.025506461260651203,0.019919869081880256,0.5069691326674567,0.4930308673325433
CLANE,0.12660123107636,0.577274995840958,0.143154217268341,0.0942438862086175,0.0587256696057228,0.0447213450541948,0.129470000853461,0.330886745754033,0.135188188102757,0.205428010582914,0.154305709652641,0.00286745606045272,0.0131565631009007,0.083797186519583,0.31693823162298,0.583240562696083,0.218043778207781,4.81668665782296,6.18734546006906,0.501881737186358,6.56577693040991,7.9288256227758,0.06217767426384961,0.0644235568125104,0.298078522708368,0.2791964731325903,0.07032939610713691,0.07282482116120446,0.046248544335385125,0.04799534187323241,0.029737148560971552,0.02898852104475129,0.5065712859757112,0.4934287140242888
CLAREMORRIS,0.106487619210538,0.510156951631527,0.15169139973485,0.126673224137194,0.104990805285891,0.0487018496521296,0.144493466825047,0.370609197352791,0.129221109791278,0.18080773799423,0.126166638384524,0.00347750489024125,0.014018691588785,0.100086937622256,0.346627544736651,0.535789321162066,0.21688099815376,22.770265648371,10.0585048374395,-1.80208667184974,7.52913447688883,8.16064257028113,0.05191806012915366,0.05456955908138391,0.25565581832955564,0.2545011333019715,0.07505452679296926,0.07663687294188086,0.06376427318992431,0.06290895094726938,0.05824744472480007,0.04674336056109139,0.5046401231664029,0.49535987683359706
CLONDALKIN,0.111828815123326,0.610993341147717,0.124872184951493,0.0942215128313839,0.0580841459460808,0.0434530095036959,0.136430834213305,0.354276663146779,0.159662090813094,0.174868004223865,0.131309398099261,0.00417000126363674,0.0166589444421044,0.0974053325470705,0.334358283138874,0.547407438608315,2.72892866187222,38.8449880500427,18.3522059488623,-2.95532591913859,8.84693949425935,9.33836518387667,0.05282190687582612,0.059006908247499816,0.3116442626630421,0.2993490784846747,0.06516697009751353,0.0597052148539791,0.04888146245355014,0.04534005037783375,0.0327455919395466,0.025338554006534154,0.5112601940294785,0.48873980597052147
CLONMEL,0.106006541778174,0.520566954108435,0.156457528000793,0.12359996035286,0.0933690157597383,0.0377111826226871,0.136162510056315,0.35277554304103,0.14712389380531,0.188857602574417,0.137369267900241,0.00428237736828445,0.0177783545289385,0.10615105112899,0.340816679643568,0.530971537330219,2.41111790724212,27.2029302462578,3.81482063380471,-0.818986535240107,7.97555625195863,7.03428773418169,0.05005451481811874,0.05595202696005551,0.267766874814154,0.2528000792942809,0.08043413618792744,0.07602339181286549,0.06447616215680443,0.05912379819605511,0.05064922192486867,0.04271979383486966,0.5133809099018734,0.48661909009812665
CLONTARF,0.077191680670435,0.553261604940966,0.151655354531765,0.114859998690557,0.103031361166277,0.0190217391304348,0.0860631328171531,0.226436867182847,0.083382966051221,0.2914309112567,0.293664383561644,0.00337689032447511,0.0137461459403905,0.0847342534135957,0.289770224636617,0.608372485684921,0.731584338170945,55.0572549054074,19.7854679752165,7.33602406519597,6.08297941849069,5.37979094076655,0.03755919774775758,0.039632482922677376,0.2826651535322232,0.2705964514087427,0.07902490124615351,0.07263045328561141,0.06095458414264202,0.05390541454791471,0.062067610920756855,0.04096375024552061,0.5222714475895331,0.4777285524104668
COBH,0.123913799096281,0.580743830378867,0.133611400764685,0.0962113312478276,0.0655196385123392,0.0248557795028844,0.0871732782565344,0.324763193504736,0.139662417206752,0.23324549533509,0.190299836194003,0.00300158416942275,0.0117006197715461,0.0773741697006754,0.296934493204747,0.610989133153609,0.406937896362702,20.5826082267311,15.0299228752009,4.91273749296327,5.73022312373225,5.91907792051867,0.06023635731664929,0.06367744177963156,0.297254084115398,0.2834897462634689,0.06551963851233925,0.0680917622523462,0.048627042057698994,0.04758428919012861,0.034584636774417796,0.030935001737921446,0.5062217587765033,0.49377824122349667
CONAMARA NORTH,0.104132901134522,0.457725553754727,0.170380875202593,0.161669367909238,0.10609130199892,0.0576517150395778,0.185356200527704,0.296437994722955,0.122295514511873,0.176912928759894,0.161345646437995,0.00423188405797101,0.0147826086956522,0.113333333333333,0.340289855072464,0.52736231884058,0.00770169109595185,0.995677807850256,9.15788229186924,-2.77022409907178,10.0730927364093,8.50455136540962,0.052133981631550516,0.051998919502971364,0.2364262560777958,0.22129929767693138,0.08549432739059967,0.08488654781199352,0.07806591031874663,0.08360345759049162,0.052809292274446244,0.05328200972447326,0.5049297676931388,0.49507023230686115
CONAMARA SOUTH,0.110358799381564,0.500346537292744,0.164258676760676,0.131097723516554,0.0939382630484619,0.0502885408079143,0.130358615004122,0.236912613355317,0.104492992580379,0.2219703215169,0.255976916735367,0.00322375590265165,0.0134398837631675,0.0935343261896113,0.293997457319288,0.595804576825282,0.0696658732189324,23.0468459893606,14.7803638985259,1.89463118126374,9.28138528138528,7.67477203647417,0.0542730713866823,0.05608572799488191,0.2599562829876846,0.24039025430505945,0.08236924881377619,0.08188942794689982,0.06541557818414459,0.06568214533240924,0.049208295569654,0.04472996747880791,0.5112224769419417,0.4887775230580583
CORCA DHUIBHNE,0.0965070514922926,0.482617251557888,0.168907838635618,0.151771072482781,0.10019678583142,0.0352343493936414,0.127335299901672,0.327597509013438,0.125860373647984,0.214683710258931,0.169288757784333,0.00229869044302034,0.0114934522151017,0.0929924770130956,0.331429367511842,0.561786012816941,0.139886017659389,10.9563244289846,6.16737977922104,0.294512383570224,7.95193045256968,7.21836303231652,0.05009839291571007,0.04640865857658249,0.24598228927517218,0.23663496228271563,0.08535585437848475,0.08355198425713349,0.07223679895047556,0.07953427353230567,0.0521482453263365,0.048048540505083635,0.5058215808461791,0.49417841915382094
CORK CITY NORTH EAST,0.0954583921015515,0.593399153737659,0.134950634696756,0.0993229901269393,0.0768688293370945,0.0376681103259631,0.118589012992934,0.328755413722362,0.124230681559152,0.207203100068384,0.183553681331206,0.00383735517673972,0.0173418935871891,0.0949991390549283,0.321526086635673,0.56229552554547,0.45026386217564,31.7929717991488,12.4458394073743,-0.0286806830944157,9.13387109916076,8.56591018831482,0.04820874471086037,0.04724964739069112,0.2943864598025388,0.29901269393511987,0.06902679830747532,0.06592383638928068,0.05086036671368124,0.04846262341325811,0.04262341325811001,0.034245416078984486,0.5051057827926657,0.4948942172073343
CORK CITY NORTH WEST,0.0913540929464496,0.571066289219155,0.144049304081151,0.112556027364945,0.0809742863882991,0.048687292000493,0.189942068285468,0.327930481942561,0.118328608406262,0.168988043880192,0.146123505485024,0.00617432443268382,0.0219442439793655,0.120466148130329,0.329591318525646,0.521823964931975,0.462990263999045,42.5332771397186,14.1740634498875,-6.48277629748783,11.2881568346612,10.4741833508957,0.04493984430290163,0.046414248643548005,0.2889537626798773,0.28211252653927815,0.07348431233781552,0.07056499174333569,0.057236376503892426,0.05531965086105214,0.04611936777541873,0.0348549186128804,0.5107336635999057,0.48926633640009437
CORK CITY SOUTH CENTRAL,0.0577960361264425,0.639582288008028,0.135066482689413,0.0893439538384345,0.0782112393376819,0.0278999622973482,0.101420133216036,0.255938167651125,0.105693100414729,0.263415860248838,0.245632776171924,0.00355613028368221,0.0171071418949864,0.102265686036801,0.333791319809262,0.543279721975269,0.555634170696657,31.7509334077208,11.9425132539264,4.7283198419113,8.62728431789205,7.59353997391915,0.02775338685398896,0.03004264927245359,0.31406798795785246,0.3255143000501756,0.06698444555945811,0.06808203712995484,0.0434332664325138,0.04591068740592072,0.04603612644254892,0.032175112895132967,0.49827521324636226,0.5017247867536377
CORK CITY SOUTH EAST,0.0955076246737189,0.557136969363924,0.157466684984201,0.100810550899849,0.0890781700783075,0.0185166344490793,0.0578390477159426,0.258622443788788,0.0954827551124224,0.291586122698138,0.277952996235629,0.00285455684745526,0.012416161897468,0.0824572396667363,0.293856900833159,0.608415140755181,0.688906021138721,42.8224194026061,16.1734314672954,7.0356274956696,6.20958381694578,6.12639131634624,0.046847094381096306,0.048660530292622614,0.28690754224481385,0.27022942711910974,0.08207171314741035,0.07539497183679077,0.053935980217062786,0.046874570682786096,0.05206759170215689,0.03701057837615057,0.5218299216925402,0.47817007830745983
CORK CITY SOUTH WEST,0.0872396493184007,0.569350833628946,0.135407692697512,0.107991689048802,0.10001013530634,0.0232841940837645,0.0808845064922386,0.272527579810602,0.103338865566728,0.280142536366299,0.239822317680367,0.00333569611808364,0.0140099236959513,0.0872909977901013,0.309135637743402,0.586227744652462,0.830323641068112,52.1289097228034,18.336215074834,5.2178309682349,6.73206233684044,5.92630765266684,0.04396189124816297,0.043277758070237676,0.2942279430395784,0.27512289058936806,0.07163127755536411,0.06377641514214767,0.057796584401763544,0.050195104647037955,0.05777124613591446,0.042238889170425176,0.5253889423807835,0.4746110576192165
DONAGHMEDE,0.0901126071649332,0.583756618022521,0.126958531538069,0.0955145260555242,0.103657717218952,0.0361778231987736,0.146704138988247,0.315074092999489,0.128461931527849,0.203117015840572,0.170464997445069,0.00481813246471227,0.0170557365182772,0.0988735070575462,0.328628302569671,0.550624321389794,0.0983123996554569,21.3952247160578,8.24008628052786,-1.00646179056924,8.41611698323134,7.68695652173913,0.04506974119164718,0.04504286597328603,0.3000886882205918,0.2836679298019296,0.06503802843398103,0.06192050310408772,0.05151979359832299,0.043994732457201216,0.05896422908436131,0.04469348813459109,0.5206804805289043,0.4793195194710957
DONEGAL,0.103787811585204,0.478621484964073,0.163798456488956,0.144371507140956,0.109420739820811,0.0423127463863338,0.200876040297854,0.320367936925099,0.143583004818222,0.166710468681559,0.126149802890933,0.00323720930232558,0.0152930232558139,0.108167441860465,0.338120930232558,0.535181395348837,0.0223770154133219,33.6025070767835,8.13824303134457,-4.40383660053062,9.45244956772334,8.49388507287653,0.04963186374523197,0.054155947839971616,0.24487714006919187,0.23374434489488158,0.08604630533132263,0.07775215115763329,0.07118779384369733,0.07318371329725894,0.059434045950501196,0.04998669387030959,0.511177148939945,0.488822851060055
DROGHEDA RURAL,0.149336137767845,0.577954515577757,0.129091626133824,0.0851189693703168,0.0584987511502563,0.0419002242152466,0.114489910313901,0.326513452914798,0.151625560538117,0.210622197309417,0.15484865470852,0.00305102577590741,0.0132035770647028,0.0866912151499211,0.302472382956339,0.59458179905313,0.134207479684469,19.984670727267,8.48547625484854,0.706437130286487,8.32999599519423,8.05206265166556,0.07243328513211515,0.07690285263573025,0.30623110293151046,0.2717234126462469,0.06283686078611805,0.06625476534770607,0.04259234915209675,0.04252662021822006,0.032272906533456026,0.026225844616800314,0.5163665045352964,0.4836334954647036
DROGHEDA URBAN,0.100065717415115,0.556495071193866,0.149397590361446,0.104841182913472,0.0892004381161008,0.0609590896775941,0.191456696468888,0.317619434660887,0.146482434751197,0.164634697010747,0.118847647430687,0.00480452555310163,0.0238676430702468,0.122515401604092,0.342826145918091,0.505986283854469,0.0128968833794747,5.26357377449187,1.91924854061926,-7.0461507685846,12.7588510354041,12.7142411966345,0.04994523548740416,0.05012048192771084,0.2829353778751369,0.2735596933187295,0.07391018619934282,0.07548740416210296,0.05515881708652793,0.04968236582694414,0.05222343921139102,0.03697699890470975,0.5141730558598029,0.48582694414019717
DUNDALK SOUTH,0.114193504085697,0.573988875918423,0.133763647600082,0.102932088168647,0.075121884227151,0.0444491110177796,0.122217555648887,0.314643707125857,0.128587428251435,0.231415371692566,0.158686826263475,0.00386325736520289,0.0146192329071707,0.0962201222901612,0.318232351306281,0.567065036131184,2.0257936320841,22.5017821120986,9.63680124433601,-2.5259725102946202,12.5368111064367,11.0432330827068,0.05620407882991142,0.05798942525578521,0.29458216026917533,0.27940671564924807,0.07017784797088512,0.06358579962919728,0.053251390510197075,0.04968069765844949,0.04126896930577491,0.03385291492137609,0.5154844468859439,0.4845155531140562
DUNDALK-CARLINGFORD,0.115290669272106,0.531509526135808,0.146995603321935,0.114655593551539,0.0915486077186126,0.0698151950718686,0.162525667351129,0.325770020533881,0.135626283367556,0.18305954825462,0.123203285420945,0.00445110207575433,0.0208431414508881,0.109522790498609,0.322105713674299,0.543077252300449,0.810035684576198,32.4278413476157,8.06670156440927,-6.90167542091715,13.3652657601978,12.1747042766151,0.05749877870053737,0.057791890571568146,0.2746946751343429,0.25681485100146556,0.07244748412310699,0.07454811919882755,0.05759648265754763,0.057059110893991204,0.05354176844162189,0.038006839276990716,0.5157791890571568,0.4842208109428432
DUNDRUM,0.086256036735017,0.532222310189217,0.142546116697015,0.114836513340195,0.124139023038556,0.0198079231692677,0.0771641990129385,0.203081232492997,0.07703081232493,0.298185941043084,0.324729891956783,0.00293075684380032,0.0131400966183575,0.0793558776167472,0.291884057971014,0.612689210950081,0.572223299185256,30.6625868727227,12.5075674758818,7.26462510599994,6.31565937461377,6.06476399560922,0.042831129760114,0.04342490697490302,0.26846647137993823,0.2637558388092788,0.07378671522444778,0.0687594014725675,0.06313831050589819,0.051698202834296575,0.07331169345261658,0.05082732958593936,0.5215343203230148,0.4784656796769852
DUNGARVAN,0.111424223637491,0.513047398974243,0.156174265907682,0.124048920701122,0.0953051907794623,0.0419656447053707,0.133289845618613,0.301587301587302,0.15220700152207,0.210154381387258,0.160795825179387,0.00351666901111267,0.0149106766071177,0.0960285084634501,0.32062643597318,0.56491770994514,0.0375313505869068,17.3698580816036,6.27006159605688,-0.0816484706517913,8.37988826815642,6.9052102950408,0.0521332356422251,0.05929098799526574,0.26618948317646396,0.2468579157977794,0.07969340021416897,0.07648086569351294,0.06284168404441189,0.06120723665670969,0.05111875105675478,0.04418643972270755,0.5119765541340247,0.4880234458659753
DÚN LAOGHAIRE,0.0894952973903828,0.520439793350113,0.15114584713207,0.117393032189694,0.12152602993774,0.021962337124177,0.0614669183664073,0.20341636355265,0.0755559648234265,0.282563653943552,0.355034762189788,0.00328222750903163,0.0131289100361265,0.0840162128821923,0.289893382676888,0.609679266895762,0.12886068462947,40.3111992083504,10.1018483426578,7.44378073866378,6.84449781284844,6.78230543318649,0.04408530931249172,0.04540998807789111,0.2713471983044112,0.24909259504570141,0.08091137899059478,0.07023446814147569,0.06241886342561929,0.05497416876407471,0.07200953768711088,0.04951649225062922,0.5307722877202279,0.46922771227977217
EDENDERRY,0.124528878476113,0.562952022002648,0.142609758582052,0.0993175104410716,0.0705918304981155,0.0495677864098917,0.168180326075063,0.383958857643068,0.15329904803589,0.147499726447095,0.0974942553889922,0.00385250412768299,0.0186274924855002,0.102154862198891,0.333389780280259,0.541975360907667,0.432131129369655,5.58055119650626,4.17053805317188,-4.78407011017344,8.79787076741091,9.47775628626692,0.05953957420800652,0.06498930426810634,0.283385963125191,0.27956605887745745,0.07023530610166039,0.07237445248039116,0.04736681267189569,0.05195069776917592,0.03901395538351839,0.03157787511459713,0.499541611490272,0.500458388509728
ENNIS,0.110209550749991,0.552201585588268,0.147504373394871,0.105222019577921,0.0848624706889493,0.0302917257330448,0.097366261284787,0.323509662015967,0.129448630903529,0.230843840931135,0.188539879131538,0.00412266514445184,0.0168395014746456,0.100878444803856,0.327529889322297,0.550629499254749,5.77912553705471,32.3355575128908,9.91953236691414,1.14180784589143,9.2246613731901,8.34682945060421,0.05415565563702684,0.05605389511296386,0.28856962072430864,0.2636319648639595,0.07652510514757882,0.07097926824729221,0.05553280976662821,0.04968920981129266,0.04842371682733465,0.03643875386161462,0.5232069081028772,0.4767930918971229
ENNISCORTHY,0.106052789957871,0.531940503825982,0.154371937064741,0.118777405210214,0.0888573639411916,0.0662702516373664,0.180110306790762,0.345398138572906,0.149086521889004,0.160720441227163,0.098414339882799,0.0044186386210926,0.017565001460707,0.109553023663453,0.32540899795501,0.543054338299737,3.29439596590846,23.7882707262724,6.44907902298168,-7.29299495747617,12.2478576137113,11.4383338756915,0.05343478634683174,0.052618003611039466,0.2712578454131201,0.2606826584128622,0.07909895967672599,0.07527297738801479,0.058077551371335225,0.06069985383887886,0.04810420428166108,0.040753159659530566,0.5099733470896741,0.4900266529103259
ENNISTIMON,0.0963830661734484,0.489176599534183,0.172763392245513,0.14063570352103,0.101041238525825,0.0351216814159292,0.128180309734513,0.325774336283186,0.125553097345133,0.207549778761062,0.177820796460177,0.00364497904137051,0.0132434238503129,0.0973816900552822,0.348702994957779,0.537026912095255,0.862682369744201,5.23012714527829,7.19209456295234,0.348029307632131,7.99475753604194,7.70556376169375,0.04802027675023976,0.04836278942320866,0.2575695300726127,0.2316070694615701,0.08542266063844363,0.08734073160706946,0.07158514865050007,0.0690505548705302,0.05315796684477326,0.0478832716810522,0.5157555829565694,0.48424441704343063
FERMOY,0.118237190970978,0.539982410996384,0.141005178984398,0.112927917657405,0.0878473013908342,0.0408681135225376,0.138430717863105,0.337562604340568,0.1489816360601,0.198397328881469,0.13575959933222,0.00312608544633553,0.0130921527239693,0.0856868036444278,0.322494455874102,0.575600502311166,0.0938510477609174,49.4601266900094,7.03878843781576,0.194646348683704,6.57920501272763,7.55087031135082,0.05856486759388945,0.05967232337708869,0.2750399009804241,0.2649425100159604,0.06732679717273053,0.07367838181166737,0.05605680596723234,0.056871111690172955,0.04833718771375525,0.03951011367707892,0.5053255594280317,0.49467444057196835
FIRHOUSE-BOHERNABREENA,0.117880242019612,0.586897558940121,0.143473120522985,0.10042422977954,0.0513248487377425,0.0211230648123852,0.0706507478352139,0.287129362372081,0.108239307268433,0.278995014431908,0.233862503279979,0.00237247924080664,0.0109796132307098,0.0697950288283815,0.282987116885983,0.633865761814119,0.368055870717937,25.3983756175553,13.0254525350684,5.55823325595875,6.75960284825995,6.13930240139085,0.05772306836358578,0.06015717365602615,0.3042283886222964,0.2826691703178246,0.07653522498087488,0.06693789554211002,0.05448918561791501,0.04593504416162459,0.0278531191320676,0.02347172960567494,0.5208289867167397,0.4791710132832603
GALWAY CITY CENTRAL,0.0544619126987702,0.641109959908104,0.117212487048966,0.106130906797603,0.0810847335465562,0.0357241000274801,0.0930658605844096,0.22964184299716,0.104882293670422,0.280937986626363,0.255747916094165,0.00310608474036317,0.017601146862058,0.105168843580758,0.351306148454922,0.522817776361899,0.119915364168994,26.9693456001939,10.2323035660343,3.91890215321447,11.0700636942675,8.85588558855886,0.025766926438127842,0.02869498626064237,0.3243389341862246,0.3167710257218794,0.06193972701473039,0.05527276003423578,0.056714266408396774,0.04941664038920672,0.04630839226992207,0.034776341276634086,0.5150682463174017,0.48493175368259833
GALWAY CITY EAST,0.0952227094391876,0.651096238172167,0.113501038541426,0.0771290099238403,0.0630510039233787,0.0342159239231773,0.0814842438933433,0.284262539623345,0.139753869103114,0.252750326309901,0.207533097147119,0.00434228348338777,0.0168114094494463,0.103338379411999,0.355668871006294,0.519839056648873,0.865136674211488,19.6211210069323,7.19479546597367,2.46097651870242,10.1731058705469,8.93854748603352,0.04675744288022156,0.048465266558966075,0.3261943226402031,0.324901915531964,0.058573736441264714,0.05492730210016155,0.041218555273482574,0.03591045465035772,0.03803369489960766,0.02501730902377106,0.5107777521347796,0.4892222478652204
GALWAY CITY WEST,0.0994309962387887,0.595910888224515,0.134390973092873,0.093258752049378,0.077008390394445,0.0163145982648057,0.0387589588834402,0.214258770275368,0.0932666918144097,0.289230479064504,0.348170501697473,0.00288430289242768,0.0140965225869353,0.0802729931751706,0.304070523236919,0.598675658108547,0.0282296355126376,16.4750776358058,6.71654216866989,7.64846539306949,7.79279279279279,8.2999851785979,0.05005304272350275,0.04937795351528595,0.3205227119297907,0.2753881762947247,0.07300607580287395,0.06138489728999903,0.051837207059504294,0.04142154498987366,0.046581155366959205,0.030427235027485774,0.5420001928826309,0.4579998071173691
GLENCULLEN-SANDYFORD,0.0973420871498915,0.635993011065813,0.114470270556467,0.0821729231746704,0.0700217080531583,0.0138358778625954,0.0474713740458015,0.206106870229008,0.0806774809160305,0.314837786259542,0.337070610687023,0.00201911717323595,0.00977338631725915,0.0643754698743422,0.282654924283106,0.641177102352057,0.633578954772307,34.5688287397809,18.504095499624,9.69189593660137,5.81785634370105,6.28603459320948,0.048260708423783556,0.049081378726107905,0.32710329856515064,0.30888971250066183,0.06017366442526605,0.05429660613120135,0.0450574469211627,0.0371154762535077,0.03920686186265685,0.030814846190501403,0.5198019801980198,0.4801980198019802
GLENTIES,0.0971538832609744,0.444042450554752,0.179160636758321,0.148721659430777,0.130921369995176,0.0674478422406402,0.245212917976565,0.295417738401448,0.114889968562446,0.155949318853006,0.121082213965895,0.00575460998865879,0.019952114924182,0.134078212290503,0.319359852144327,0.520855210652329,0.0926161261027007,29.50457152382,9.87947476837075,-7.53391782794249,13.6135616675316,10.1466275659824,0.047322720694645444,0.04983116256632899,0.22918475639170285,0.21485769416304873,0.09165460684997588,0.0875060299083454,0.07197298601061264,0.07674867342016402,0.07018813314037627,0.06073323685479981,0.510323203087313,0.48967679691268695
GOREY,0.12114219786559,0.550166879558284,0.143063167003173,0.107503399398409,0.0781243561745437,0.0499671268902038,0.133382642998028,0.34335963182117,0.151545036160421,0.19017094017094,0.131574621959237,0.00368509212730318,0.0165829145728643,0.0967169179229481,0.313333333333333,0.569681742043551,3.90520046920238,30.7136352537891,4.31028742083013,-2.56690826455827,9.90673052684648,9.45644080416977,0.057810375375994066,0.06333182248959578,0.28563187605587376,0.2645350035024105,0.07396266842473938,0.0691004985784334,0.05422555523507355,0.05327784416333594,0.04404796242119576,0.034076393753347894,0.5156784375128766,0.4843215624871235
GORT-KINVARA,0.122987765614939,0.547179156966665,0.150725642676705,0.105205805141414,0.0739016296002774,0.0325661350396333,0.0967433864960367,0.264349154808519,0.10753509693439,0.252888931334161,0.24591729538726,0.00259698100957636,0.00900827787696802,0.0770167180652492,0.300641129686739,0.610736893361467,0.689928030422076,14.1846069805481,6.08802462980404,6.49397689842376,5.39826903329911,5.11843630942521,0.058398137599682994,0.06458962801525583,0.28094506909703304,0.266234087869632,0.07608103422655901,0.07464460845014612,0.05166179602753975,0.05354400911387389,0.03967507058299074,0.03422655901728664,0.5067611075338055,0.49323889246619446
GRAIGUECULLEN-PORTARLINGTON,0.132041441214714,0.568558365840359,0.14001090558282,0.0953819051214295,0.0640073822406778,0.0447604002106372,0.120677549587502,0.339301386694752,0.149201334035457,0.20502018606284,0.141039143408812,0.00304752773592658,0.0143815915627996,0.0881043692644843,0.314991097109985,0.579475414326804,2.16739340551215,22.1681463728147,7.74605473227653,-0.241128057659664,7.918105574741,7.46449078271381,0.06383960404345455,0.06820183717125959,0.29193406316849124,0.27662430267186777,0.0684535044670945,0.071557401115725,0.04722956251835074,0.04815234260307873,0.0336395285432658,0.03036785369741202,0.5050962627406569,0.49490373725934317
GRANARD,0.11505400044082,0.51091029314525,0.151752259202116,0.12938064800529,0.0929027992065241,0.0639114724480578,0.176377597109304,0.341011743450768,0.152439024390244,0.161472448057814,0.104787714543812,0.00360710321864594,0.0154458009618942,0.0994265630780614,0.314742878283389,0.56677765445801,0.630386219557657,5.05132459181859,2.72088281037054,-5.0825497970255,8.53976531942634,7.89022298456261,0.05807802512673573,0.056975975314084194,0.25170817720960986,0.2592021159356403,0.07163323782234957,0.08011902137976637,0.061824994489750935,0.0675556535155389,0.04970244655058409,0.04320035265594005,0.4929468811990302,0.5070531188009698
