CSO_LEA,p_age_12to17,p_age_18to54,p_age_55to64,p_age_65to70,p_age_71plus,p_edu_NoFormal,p_edu_Primary,p_edu_UpperSecondary,p_edu_Apprenticeship,p_edu_HonoursBachelor,p_edu_Postgraduate,p_health_VeryBad,p_health_Bad,p_health_Fair,p_health_Good,p_health_VeryGood,Weighted_Access_Initial_Vacc_Center,Access_Pharmacies,Access_GPs,Index22_rel,UNEMPM22,UNEMPF22,p_age_12to17_sex_female,p_age_12to17_sex_male,p_age_18to54_sex_female,p_age_18to54_sex_male,p_age_55to64_sex_female,p_age_55to64_sex_male,p_age_65to70_sex_female,p_age_65to70_sex_male,p_age_71plus_sex_female,p_age_71plus_sex_male,p_sex_female,p_sex_male
CABRA-GLASNEVIN,0.0593179215435082,0.641180923542771,0.129641491488577,0.0896756536423455,0.0801840097827986,0.0328826392644673,0.12143500991527,0.221128537948441,0.0842617631151974,0.266594555615648,0.273697494140977,0.00414598221591838,0.0179841070681723,0.0960304038695834,0.32178640917935,0.560053097666976,1.01713313707955,68.3235642475534,25.0803922803584,4.78836821420164,8.23872679045093,6.7032837231278,0.028261418117587686,0.031056503425920534,0.31159378093518897,0.32958714260758165,0.06585919757759273,0.06378229391098429,0.046662396397445606,0.04301325724489994,0.04856460723228324,0.031619402550515346,0.5009414002600983,0.4990585997399018
CAHIR,0.11071984276472,0.512734419785439,0.156907706166571,0.127999344853001,0.0916386864302678,0.0449342217666154,0.140269947035708,0.362890825217837,0.154109003929609,0.181616265163164,0.116179736887066,0.00345017940932928,0.0135937068727574,0.0944659122274358,0.343085840463704,0.545404361026773,0.937217291888124,10.154994016943,3.18431898483752,-0.969652323474646,6.82478218780252,6.29262244265344,0.055933175006142005,0.05478666775857833,0.25403324871017935,0.25870117107526003,0.07804438620915569,0.07886331995741544,0.060682990746048646,0.06731635410695275,0.049627385144541805,0.042011301285725985,0.4983211858160675,0.5016788141839326
CALLAN-THOMASTOWN,0.118676677616143,0.503003284842797,0.16316283435007,0.123510089160019,0.0916471140309714,0.040472335968003,0.121321778878202,0.316922197885916,0.133987239310542,0.228644890962765,0.158651556994572,0.00342186102578061,0.0124431310028386,0.0848465995256056,0.307189796632578,0.592098611813197,1.70078749617633,43.0483439968904,8.20721235234063,-0.0039781971530762,7.77187185749174,6.88757807078418,0.05673392773345847,0.06194274988268419,0.25598310652275924,0.24702017832003753,0.08104176442984515,0.08212106992022525,0.06025340215861098,0.0632566870014078,0.048897231346785544,0.04274988268418583,0.5029094321914594,0.4970905678085406
CAPPAMORE-KILMALLOCK,0.118948161336712,0.508594124494967,0.146750667671027,0.131856467849072,0.093850578648223,0.040366326171187,0.147798520605847,0.349982388164847,0.138569918985558,0.19147587178584,0.131806974286721,0.00366825242161976,0.0145583767983034,0.0985556256089872,0.327190921075256,0.556026824095833,0.362988154968075,30.8716827842794,9.80276278488391,-0.485286360772709,6.38592750533049,6.3395225464191,0.055810449907553246,0.06313771142915839,0.25416010408820106,0.2544340204067657,0.07149215914538108,0.07525850852564542,0.06440457440252002,0.06745189344655207,0.04968157227966856,0.044169006368554406,0.495548859823324,0.504451140176676
CARLOW,0.106129543479372,0.585041664536578,0.132559685087674,0.0984101017330402,0.0778590051633352,0.0346972176759411,0.131042007637752,0.310529187124932,0.16442989634479,0.207855973813421,0.151445717403164,0.00493250259605399,0.0210280373831776,0.111976462443752,0.342852197992385,0.519210799584631,1.05196978553879,7.66067630840692,3.52700792893577,-3.23696570769993,12.290931410158,11.8841114596789,0.051837840601196256,0.05429170287817596,0.29563928224528396,0.2894023822912939,0.06645877000153366,0.06610091508614079,0.051531107816573794,0.04687899391646644,0.043351566893308116,0.03450743827002709,0.5088185675578958,0.49118143244210416
CARNDONAGH,0.126100129851392,0.485283508873178,0.148391285528784,0.139013129418554,0.101211946328091,0.0820167605440308,0.245363374089848,0.270504190136008,0.124330265146311,0.164583047121857,0.113202362961945,0.00379185625947964,0.0168591762921479,0.107455372768638,0.329366468323416,0.542527126356318,0.00683522599209595,9.80027006181786,3.87353263878117,-8.21900227382175,12.6110977660341,8.57142857142857,0.06110229404126389,0.06499783581012841,0.24945895253210215,0.23582455634107632,0.07603520415524455,0.07235608137353917,0.07011975183956139,0.06889337757899293,0.052156975905352766,0.049054970422738424,0.5088731784735248,0.49112682152647524
CARRICK-ON-SHANNON,0.107117617364967,0.526299848561333,0.142655224634023,0.128319030792529,0.0956082786471479,0.0476386036960986,0.118069815195072,0.31129363449692,0.149281314168378,0.209445585215606,0.164271047227926,0.00251593425025159,0.0182824555518282,0.110114055686011,0.322375041932237,0.546712512579671,2.13061145894537,7.94990248816064,2.50785748629106,-1.28419036095924,10.3053435114504,7.87429378531073,0.051590106007067135,0.05552751135790005,0.269459868753155,0.2568399798081777,0.0723876829883897,0.07026754164563352,0.06521958606764261,0.06309944472488642,0.05179202423018677,0.04381625441696113,0.5104492680464412,0.4895507319535588
CARRICK-ON-SUIR,0.113040243070627,0.493024121039251,0.167979165374837,0.128170149438829,0.0977863210764556,0.0603739288496494,0.166190599844196,0.384056089327447,0.134121007530512,0.162944689690989,0.0923136847572059,0.00601160862354892,0.0202632669983416,0.108675373134328,0.31695688225539,0.548092868988391,0.264243449235372,10.7478610540672,6.66271218983778,-5.76206312887113,9.80082823900611,8.92509727626459,0.05431884417436597,0.05872139889626093,0.25113164258696596,0.24189247845228498,0.08234637564333105,0.08563278973150618,0.05996155515594965,0.06820859428287965,0.05431884417436597,0.043467476902089665,0.5020772617349786,0.49792273826502137
CARRICKMACROSS-CASTLEBLAYNEY,0.119529827272226,0.549528171734452,0.137078527675073,0.109044754704487,0.084818718613763,0.0765233821445442,0.150330656589513,0.319437883797827,0.146197449220595,0.195914029286726,0.111596598960794,0.00327839403601742,0.0144608613643508,0.0933668657654826,0.313378542237392,0.575515336596758,2.33818136629247,19.4733769088104,4.3043180660086,-2.99988281970288,8.84200354324368,9.02834008097166,0.059378621488880304,0.06015120578334529,0.27239114839136913,0.2771370233430826,0.06920147894707798,0.06787704872799515,0.05380497765024005,0.05523977705424645,0.04652061144528448,0.03829810716847856,0.501296837922852,0.49870316207714804
CARRIGALINE,0.123528633778601,0.566161883348763,0.148293876471366,0.100052903055151,0.0619627033461182,0.0186677146787188,0.0655662540119211,0.299600445405122,0.124975437217528,0.262461518307461,0.228728630379249,0.00230965066533686,0.00986850738825752,0.0654838455683578,0.289624944227186,0.632713052150862,0.416565737538061,32.6536104324465,15.4739801778245,7.42061833731678,5.28902870625246,5.55177883525946,0.05964819468324296,0.06388043909535776,0.29467001719349295,0.2714918661552705,0.07403121280253935,0.07426266366882688,0.0518449940484063,0.04820790900674514,0.03428779262002381,0.02767491072609443,0.5144822113477053,0.48551778865229467
